,kew_id,tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
209,77083663-1,['PHI'],Psychotria crassifolia var. culionensis,77083663-1,Variety,Psychotria crassifolia,300601-2
210,77189151-1,['PHI'],Psychotria diffusa var. cervina,77189151-1,Variety,Psychotria diffusa,761886-1
211,761958-1,['PHI'],Psychotria elliptilimba,761958-1,Species,Psychotria elliptilimba,761958-1
212,762283-1,['PHI'],Psychotria ilocana,762283-1,Species,Psychotria ilocana,762283-1
213,905047-1,['SRL'],Psychotria meeboldii,905047-1,Species,Psychotria meeboldii,905047-1
214,762720-1,['SRL'],Psychotria moonii,762720-1,Species,Psychotria moonii,762720-1
215,762838-1,['PHI'],Psychotria obscurinervia,762838-1,Species,Psychotria obscurinervia,762838-1
216,77083633-1,['PHI'],Psychotria olsenii,77083633-1,Species,Psychotria olsenii,77083633-1
217,77083634-1,['PHI'],Psychotria paracalensis,77083634-1,Species,Psychotria paracalensis,77083634-1
218,763008-1,['PHI'],Psychotria phanerophlebia,763008-1,Species,Psychotria phanerophlebia,763008-1
219,77083658-1,['PHI'],Psychotria quisumbingiana,77083658-1,Species,Psychotria quisumbingiana,77083658-1
220,763173-1,['PHI'],Psychotria ramosii,763173-1,Species,Psychotria ramosii,763173-1
221,763319-1,['PHI'],Psychotria scaberula,763319-1,Species,Psychotria scaberula,763319-1
222,763484-1,['PHI'],Psychotria subcucullata,763484-1,Species,Psychotria subcucullata,763484-1
223,763666-1,['NCB'],Psychotria tylophora,763666-1,Species,Psychotria tylophora,763666-1
224,763687-1,['PHI'],Psychotria urdanetensis,763687-1,Species,Psychotria urdanetensis,763687-1
225,992542-1,['SRL'],Psydrax grandifolius,992542-1,Species,Psydrax grandifolius,992542-1
226,902874-1,['MAU'],Pyrostria ferruginea,902874-1,Species,Pyrostria ferruginea,902874-1
227,911225-1,['ROD'],Ramosmania heterophylla,911225-1,Species,Ramosmania heterophylla,911225-1
228,318420-2,['BZL'],Rustia simpsonii,318420-2,Species,Rustia simpsonii,318420-2
229,765928-1,[],Sabicea purpurea,765928-1,Species,Sabicea purpurea,765928-1
230,765957-1,[],Sabicea tomentosa,765957-1,Species,Sabicea tomentosa,765957-1
231,766301-1,['SRL'],Scyphostachys pedunculatus,766301-1,Species,Scyphostachys pedunculatus,766301-1
232,766466-1,"['CHC', 'CHS', 'JAP', 'MYA', 'NNS', 'TAI', 'THA']",Sinoadina racemosa,766466-1,Species,Sinoadina racemosa,766466-1
233,766855-1,[],Spermacoce neesiana,766855-1,Species,Spermacoce neesiana,766855-1
234,767722-1,[],Timonius bogoriensis,767722-1,Species,Timonius bogoriensis,767722-1
235,254992-2,"['BOL', 'BZN', 'CLM', 'COS', 'ECU', 'PAN', 'PER']",Tocoyena williamsii,254992-2,Species,Tocoyena williamsii,254992-2
236,77209143-1,[],Tricalysia elmar,77209143-1,Species,Tricalysia elmar,77209143-1
237,890701-1,"['ANG', 'CMN', 'CAF', 'CON', 'EQG', 'ETH', 'GAB', 'GGI', 'IVO', 'KEN', 'NGA', 'TAN', 'UGA', 'ZAI']",Uncaria africana subsp. angolensis,890701-1,Subspecies,Uncaria africana,768207-1
238,890702-1,"['ANG', 'CMN', 'CAF', 'CON', 'EQG', 'ETH', 'GAB', 'GGI', 'IVO', 'KEN', 'NGA', 'TAN', 'UGA', 'ZAI']",Uncaria africana subsp. lacus-victoriae,890702-1,Subspecies,Uncaria africana,768207-1
239,77171967-1,[],Uncaria longiflora var. longiflora,77171967-1,Variety,Uncaria longiflora,768273-1
240,890717-1,"['BOR', 'MLY', 'MOL', 'NWG', 'PHI', 'SUL', 'SUM', 'THA']",Uncaria longiflora var. pteropoda,890717-1,Variety,Uncaria longiflora,768273-1
241,770498-1,['QLD'],Wendlandia psychotrioides,770498-1,Species,Wendlandia psychotrioides,770498-1
242,899079-1,"['MLW', 'TAN']",Acokanthera laevigata,899079-1,Species,Acokanthera laevigata,899079-1
243,77164695-1,"['CPP', 'NAT', 'MOZ']",Acokanthera oblongifolia,77164695-1,Species,Acokanthera oblongifolia,77164695-1
244,76349-1,"['CPP', 'KEN', 'NAT', 'MLW', 'MOZ', 'TVL', 'SWZ', 'TAN', 'ZAM', 'ZAI', 'ZIM']",Acokanthera oppositifolia,76349-1,Species,Acokanthera oppositifolia,76349-1
245,909903-1,"['NAT', 'TVL', 'SWZ', 'ZIM']",Acokanthera rotundata,909903-1,Species,Acokanthera rotundata,909903-1
246,60447729-2,"['DJI', 'ERI', 'ETH', 'KEN', 'RWA', 'SOC', 'SOM', 'TAN', 'UGA', 'YEM', 'ZAI']",Acokanthera schimperi,60447729-2,Species,Acokanthera schimperi,60447729-2
247,76360-1,"['ANG', 'NAM']",Adenium boehmianum,76360-1,Species,Adenium boehmianum,76360-1
248,77147984-1,['OMA'],Adenium dhofarense,77147984-1,Species,Adenium dhofarense,77147984-1
249,76366-1,"['NAT', 'MLW', 'MOZ', 'TVL', 'SWZ', 'ZAM', 'ZIM']",Adenium multiflorum,76366-1,Species,Adenium multiflorum,76366-1
250,76369-1,"['BEN', 'BUR', 'CMN', 'CHA', 'ETH', 'GHA', 'GUI', 'GNB', 'IVO', 'KEN', 'MLI', 'MTN', 'NGR', 'NGA', 'OMA', 'SAU', 'SEN', 'SOC', 'SOM', 'SUD', 'TAN', 'TOG', 'UGA', 'YEM', 'SCI']",Adenium obesum,76369-1,Species,Adenium obesum,76369-1
251,76370-1,"['BOT', 'CPP', 'NAM', 'TVL']",Adenium oleifolium,76370-1,Species,Adenium oleifolium,76370-1
252,76374-1,"['MOZ', 'TVL', 'SWZ']",Adenium swazicum,76374-1,Species,Adenium swazicum,76374-1
253,76383-1,"['CHC', 'MYA', 'THA']",Aganosma breviloba,76383-1,Species,Aganosma breviloba,76383-1
254,76388-1,"['ASS', 'BAN', 'CBD', 'CHC', 'CHS', 'IND', 'LAO', 'SRL', 'THA', 'VIE']",Aganosma cymosa,76388-1,Species,Aganosma cymosa,76388-1
255,77189715-1,['IND'],Aganosma cymosa var. conferta,77189715-1,Variety,Aganosma cymosa,76388-1
256,77167439-1,"['ASS', 'BAN', 'CBD', 'CHC', 'CHS', 'LAO', 'THA', 'VIE']",Aganosma cymosa var. cymosa,77167439-1,Variety,Aganosma cymosa,76388-1
257,77189723-1,"['IND', 'SRL']",Aganosma cymosa var. elegans,77189723-1,Variety,Aganosma cymosa,76388-1
258,76394-1,"['ASS', 'EHM']",Aganosma gracilis,76394-1,Species,Aganosma gracilis,76394-1
259,77125846-1,['IND'],Aganosma heynei,77125846-1,Species,Aganosma heynei,77125846-1
260,76399-1,['MYA'],Aganosma lacei,76399-1,Species,Aganosma lacei,76399-1
261,896856-1,['VIE'],Aganosma petelotii,896856-1,Species,Aganosma petelotii,896856-1
262,76410-1,"['ASS', 'CBD', 'CHC', 'CHS', 'CHH', 'MYA', 'TAI', 'THA', 'VIE']",Aganosma schlechteriana,76410-1,Species,Aganosma schlechteriana,76410-1
263,76411-1,"['CHC', 'CHS', 'THA', 'VIE']",Aganosma siamensis,76411-1,Species,Aganosma siamensis,76411-1
264,76413-1,"['JAW', 'MLY', 'MYA', 'SUM', 'THA']",Aganosma wallichii,76413-1,Species,Aganosma wallichii,76413-1
265,76416-1,['MDG'],Alafia alba,76416-1,Species,Alafia alba,76416-1
266,76417-1,"['BEN', 'CMN', 'EQG', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE']",Alafia barteri,76417-1,Species,Alafia barteri,76417-1
267,76418-1,"['BEN', 'CON', 'GAB', 'GUI', 'GNB', 'LBR', 'NGA', 'SIE', 'ZAI']",Alafia benthamii,76418-1,Species,Alafia benthamii,76418-1
268,77176653-1,['MDG'],Alafia berrieri,77176653-1,Species,Alafia berrieri,77176653-1
269,76421-1,['MDG'],Alafia calophylla,76421-1,Species,Alafia calophylla,76421-1
270,76422-1,"['ANG', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'KEN', 'MOZ', 'TAN', 'ZAI', 'ZIM']",Alafia caudata,76422-1,Species,Alafia caudata,76422-1
271,991376-1,"['CAB', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'NGA', 'UGA', 'ZAI']",Alafia erythrophthalma,991376-1,Species,Alafia erythrophthalma,991376-1
272,991377-1,['GAB'],Alafia falcata,991377-1,Species,Alafia falcata,991377-1
273,76427-1,['MDG'],Alafia fuscata,76427-1,Species,Alafia fuscata,76427-1
274,76431-1,['MDG'],Alafia insularis,76431-1,Species,Alafia insularis,76431-1
275,76432-1,['MDG'],Alafia intermedia,76432-1,Species,Alafia intermedia,76432-1
276,77176689-1,"['BEN', 'BKN', 'CMN', 'CON', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'TOG', 'ZAI']",Alafia landolphioides,77176689-1,Species,Alafia landolphioides,77176689-1
277,76437-1,"['ANG', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'RWA', 'TAN', 'TOG', 'UGA', 'ZAI']",Alafia lucida,76437-1,Species,Alafia lucida,76437-1
278,76441-1,"['KEN', 'MOZ', 'TAN', 'UGA', 'ZAI']",Alafia microstylis,76441-1,Species,Alafia microstylis,76441-1
279,76446-1,"['CMN', 'CAF', 'CON', 'EGY', 'GAB', 'GHA', 'GGI', 'IVO', 'LBR', 'NGA', 'SUD', 'ZAI']",Alafia multiflora,76446-1,Species,Alafia multiflora,76446-1
280,76447-1,['MDG'],Alafia nigrescens,76447-1,Species,Alafia nigrescens,76447-1
281,76448-1,"['MOZ', 'TAN', 'UGA', 'ZAI', 'ZIM']",Alafia orientalis,76448-1,Species,Alafia orientalis,76448-1
282,76449-1,['LBR'],Alafia parciflora,76449-1,Species,Alafia parciflora,76449-1
283,76451-1,['MDG'],Alafia pauciflora,76451-1,Species,Alafia pauciflora,76451-1
284,76452-1,['MDG'],Alafia perrieri,76452-1,Species,Alafia perrieri,76452-1
285,874268-1,['MDG'],Alafia perrieri var. parvifolia,874268-1,Variety,Alafia perrieri,76452-1
286,77167516-1,['MDG'],Alafia perrieri var. perrieri,77167516-1,Variety,Alafia perrieri,76452-1
287,76456-1,"['ANG', 'CAB', 'CMN', 'CON', 'GAB', 'GNB', 'IVO', 'LBR', 'NGA', 'SIE', 'UGA', 'ZAI']",Alafia schumannii,76456-1,Species,Alafia schumannii,76456-1
288,76459-1,['MDG'],Alafia thouarsii,76459-1,Species,Alafia thouarsii,76459-1
289,76461-1,['MDG'],Alafia vallium,76461-1,Species,Alafia vallium,76461-1
290,76464-1,"['NGA', 'ZAI']",Alafia verschuerenii,76464-1,Species,Alafia verschuerenii,76464-1
291,76463-1,"['CON', 'IVO', 'LBR']",Alafia whytei,76463-1,Species,Alafia whytei,76463-1
292,896867-1,"['TAN', 'ZAM', 'ZAI', 'ZIM']",Alafia zambesiaca,896867-1,Species,Alafia zambesiaca,896867-1
293,76466-1,['BZC'],Allamanda angustifolia,76466-1,Species,Allamanda angustifolia,76466-1
294,76468-1,"['BZE', 'SCI']",Allamanda blanchetii,76468-1,Species,Allamanda blanchetii,76468-1
295,77098650-1,"['BZE', 'BZL']",Allamanda calcicola,77098650-1,Species,Allamanda calcicola,77098650-1
296,319065-2,"['BOL', 'BZN', 'BZE', 'BZS', 'BZL', 'BZC', 'CLM', 'COS', 'FRG', 'GUY', 'HON', 'NIC', 'PAN', 'PER', 'SUR', 'VEN', 'AND', 'BAN', 'BLZ', 'CRL', 'CHS', 'COM', 'COO', 'EHM', 'ELS', 'GAB', 'GIL', 'GUA', 'GGI', 'CHH', 'IND', 'JAW', 'MDG', 'MLY', 'MRN', 'MRS', 'MXC', 'MXT', 'MXS', 'PUE', 'SAM', 'SCI', 'TAI', 'TAN', 'THA', 'TRT', 'ZIM']",Allamanda cathartica,319065-2,Species,Allamanda cathartica,319065-2
297,76472-1,"['BZN', 'BZE', 'VEN']",Allamanda doniana,76472-1,Species,Allamanda doniana,76472-1
298,8533-2,"['BZE', 'BZL']",Allamanda laevis,8533-2,Species,Allamanda laevis,8533-2
299,76479-1,"['BZE', 'BZL']",Allamanda martii,76479-1,Species,Allamanda martii,76479-1
300,8535-2,"['BZN', 'VEN']",Allamanda nobilis,8535-2,Species,Allamanda nobilis,8535-2
301,76482-1,"['BZL', 'BZC', 'CRL', 'SCI', 'VEN']",Allamanda oenotherifolia,76482-1,Species,Allamanda oenotherifolia,76482-1
302,76484-1,['BZL'],Allamanda polyantha,76484-1,Species,Allamanda polyantha,76484-1
303,76485-1,"['BZE', 'BZL', 'BZC']",Allamanda puberula,76485-1,Species,Allamanda puberula,76485-1
304,76487-1,"['AGE', 'BZS', 'BZL', 'FRG', 'BAN', 'CHS', 'COS', 'GAL', 'CHH', 'HON', 'MXT', 'PAN', 'PUE', 'TAI']",Allamanda schottii,76487-1,Species,Allamanda schottii,76487-1
305,76489-1,['SUR'],Allamanda setulosa,76489-1,Species,Allamanda setulosa,76489-1
306,76490-1,"['CLM', 'VEN']",Allamanda thevetifolia,76490-1,Species,Allamanda thevetifolia,76490-1
307,8540-2,['PER'],Allamanda weberbaueri,8540-2,Species,Allamanda weberbaueri,8540-2
308,77139525-1,['CLM'],Allomarkgrafia antioquiana,77139525-1,Species,Allomarkgrafia antioquiana,77139525-1
309,9096-2,"['COS', 'PAN']",Allomarkgrafia brenesiana,9096-2,Species,Allomarkgrafia brenesiana,9096-2
310,1177676-2,['PAN'],Allomarkgrafia campanulata,1177676-2,Species,Allomarkgrafia campanulata,1177676-2
311,314103-2,"['CLM', 'ECU']",Allomarkgrafia ecuatoriana,314103-2,Species,Allomarkgrafia ecuatoriana,314103-2
312,9097-2,"['CLM', 'ECU']",Allomarkgrafia foreroi,9097-2,Species,Allomarkgrafia foreroi,9097-2
313,314104-2,['COS'],Allomarkgrafia insignis,314104-2,Species,Allomarkgrafia insignis,314104-2
314,271943-2,"['CLM', 'ECU']",Allomarkgrafia laxiflora,271943-2,Species,Allomarkgrafia laxiflora,271943-2
315,9098-2,['PER'],Allomarkgrafia ovalis,9098-2,Species,Allomarkgrafia ovalis,9098-2
316,9099-2,"['CLM', 'COS', 'HON', 'NIC', 'PAN']",Allomarkgrafia plumeriiflora,9099-2,Species,Allomarkgrafia plumeriiflora,9099-2
317,9101-2,['PER'],Allomarkgrafia tubiflora,9101-2,Species,Allomarkgrafia tubiflora,9101-2
318,76503-1,['SOL'],Allowoodsonia whitmorei,76503-1,Species,Allowoodsonia whitmorei,76503-1
319,105697-3,"['NWG', 'NTA', 'QLD', 'WAU']",Alstonia actinophylla,105697-3,Species,Alstonia actinophylla,105697-3
320,105718-3,"['BOR', 'MLY', 'SUM']",Alstonia angustifolia,105718-3,Species,Alstonia angustifolia,105718-3
321,76507-1,"['BOR', 'JAW', 'MLY', 'SUM', 'THA']",Alstonia angustiloba,76507-1,Species,Alstonia angustiloba,76507-1
322,999777-1,"['CBD', 'VIE']",Alstonia annamensis,999777-1,Species,Alstonia annamensis,999777-1
323,76508-1,['NWC'],Alstonia balansae,76508-1,Species,Alstonia balansae,76508-1
324,989504-1,['NWG'],Alstonia beatricis,989504-1,Species,Alstonia beatricis,989504-1
325,76511-1,"['BEN', 'CAB', 'CMN', 'CAF', 'CON', 'EQG', 'ETH', 'GAB', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI']",Alstonia boonei,76511-1,Species,Alstonia boonei,76511-1
326,76512-1,['NWC'],Alstonia boulindaensis,76512-1,Species,Alstonia boulindaensis,76512-1
327,999778-1,['NWG'],Alstonia breviloba,999778-1,Species,Alstonia breviloba,999778-1
328,76517-1,"['BEN', 'BKN', 'CAB', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GNB', 'LBR', 'NGA', 'ZAI']",Alstonia congensis,76517-1,Species,Alstonia congensis,76517-1
329,76518-1,"['NSW', 'QLD']",Alstonia constricta,76518-1,Species,Alstonia constricta,76518-1
330,76520-1,['NWC'],Alstonia coriacea,76520-1,Species,Alstonia coriacea,76520-1
331,76521-1,"['COO', 'FIJ', 'MRQ', 'NWC', 'SAM', 'SCZ', 'SCI', 'SOL', 'TON', 'VAN']",Alstonia costata,76521-1,Species,Alstonia costata,76521-1
332,76526-1,['THA'],Alstonia curtisii,76526-1,Species,Alstonia curtisii,76526-1
333,76527-1,['NWC'],Alstonia deplanchei,76527-1,Species,Alstonia deplanchei,76527-1
334,77167431-1,['NWC'],Alstonia deplanchei var. deplanchei,77167431-1,Variety,Alstonia deplanchei,76527-1
335,874270-1,['NWC'],Alstonia deplanchei var. ndokoaensis,874270-1,Variety,Alstonia deplanchei,76527-1
336,76541-1,"['CHS', 'VIE']",Alstonia guanxiensis,76541-1,Species,Alstonia guanxiensis,76541-1
337,76543-1,"['BOR', 'PHI']",Alstonia iwahigensis,76543-1,Species,Alstonia iwahigensis,76543-1
338,76545-1,['NWC'],Alstonia lanceolata,76545-1,Species,Alstonia lanceolata,76545-1
339,76546-1,['NWC'],Alstonia lanceolifera,76546-1,Species,Alstonia lanceolifera,76546-1
340,76548-1,['NWC'],Alstonia legouixiae,76548-1,Species,Alstonia legouixiae,76548-1
341,76549-1,['NWC'],Alstonia lenormandii,76549-1,Species,Alstonia lenormandii,76549-1
342,77167447-1,['NWC'],Alstonia lenormandii var. lenormandii,77167447-1,Variety,Alstonia lenormandii,76549-1
343,77188276-1,['NWC'],Alstonia lenormandii var. minutiflora,77188276-1,Variety,Alstonia lenormandii,76549-1
344,10153-2,"['COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN']",Alstonia longifolia,10153-2,Species,Alstonia longifolia,10153-2
345,76556-1,"['AND', 'BOR', 'CBD', 'CHC', 'CHS', 'MLY', 'MOL', 'NWG', 'NCB', 'PHI', 'SRL', 'SUM', 'THA', 'VIE', 'BAN', 'IND']",Alstonia macrophylla,76556-1,Species,Alstonia macrophylla,76556-1
346,76557-1,"['CHC', 'VIE']",Alstonia mairei,76557-1,Species,Alstonia mairei,76557-1
347,76562-1,"['NWG', 'QLD']",Alstonia muelleriana,76562-1,Species,Alstonia muelleriana,76562-1
348,76563-1,"['BAN', 'EHM', 'NEP', 'JAW', 'MLY']",Alstonia neriifolia,76563-1,Species,Alstonia neriifolia,76563-1
349,76565-1,['NWC'],Alstonia odontophora,76565-1,Species,Alstonia odontophora,76565-1
350,77093875-1,['AND'],Alstonia parkinsonii,77093875-1,Species,Alstonia parkinsonii,77093875-1
351,76572-1,['PHI'],Alstonia parvifolia,76572-1,Species,Alstonia parvifolia,76572-1
352,999779-1,['MLY'],Alstonia penangiana,999779-1,Species,Alstonia penangiana,999779-1
353,76578-1,"['BOR', 'MLY', 'SUL', 'SUM']",Alstonia pneumatophora,76578-1,Species,Alstonia pneumatophora,76578-1
354,76580-1,['NWC'],Alstonia quaternata,76580-1,Species,Alstonia quaternata,76580-1
355,76584-1,"['CBD', 'CHC', 'CHH', 'LAO', 'MLY', 'MYA', 'SUM', 'THA', 'VIE']",Alstonia rostrata,76584-1,Species,Alstonia rostrata,76584-1
356,999780-1,['NWG'],Alstonia rubiginosa,999780-1,Species,Alstonia rubiginosa,999780-1
357,76585-1,"['CHS', 'THA']",Alstonia rupestris,76585-1,Species,Alstonia rupestris,76585-1
358,60445977-2,"['AND', 'ASS', 'BAN', 'BIS', 'BOR', 'CBD', 'CHC', 'CHS', 'EHM', 'IND', 'JAW', 'LDV', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NEP', 'NWG', 'NCB', 'NTA', 'PAK', 'PHI', 'QLD', 'SOL', 'SRL', 'SUL', 'SUM', 'THA', 'VIE', 'WHM', 'WAU', 'CRL', 'CHH', 'TRT']",Alstonia scholaris,60445977-2,Species,Alstonia scholaris,60445977-2
359,76589-1,"['ASS', 'CHC', 'EHM', 'MYA']",Alstonia sebusi,76589-1,Species,Alstonia sebusi,76589-1
360,76595-1,"['BOR', 'CBD', 'JAW', 'MLY', 'MYA', 'NWG', 'SUM', 'THA', 'VIE']",Alstonia spatulata,76595-1,Species,Alstonia spatulata,76595-1
361,76597-1,"['BIS', 'JAW', 'LSI', 'MOL', 'NWG', 'NTA', 'PHI', 'QLD', 'SOL', 'SUL', 'WAU']",Alstonia spectabilis,76597-1,Species,Alstonia spectabilis,76597-1
362,76598-1,['NWC'],Alstonia sphaerocapitata,76598-1,Species,Alstonia sphaerocapitata,76598-1
363,76602-1,['IND'],Alstonia venenata,76602-1,Species,Alstonia venenata,76602-1
364,76604-1,['NWC'],Alstonia vieillardii,76604-1,Species,Alstonia vieillardii,76604-1
365,60440791-2,['VIE'],Alstonia vietnamensis,60440791-2,Species,Alstonia vietnamensis,60440791-2
366,76608-1,"['CHC', 'CHS']",Alstonia yunnanensis,76608-1,Species,Alstonia yunnanensis,76608-1
367,76610-1,['NWG'],Alyxia acuminata,76610-1,Species,Alyxia acuminata,76610-1
368,76614-1,"['BOR', 'MLY', 'PHI']",Alyxia angustifolia,76614-1,Species,Alyxia angustifolia,76614-1
369,76615-1,['PHI'],Alyxia angustissima,76615-1,Species,Alyxia angustissima,76615-1
370,76616-1,"['CBD', 'VIE']",Alyxia annamensis,76616-1,Species,Alyxia annamensis,76616-1
371,76617-1,['NWG'],Alyxia arfakensis,76617-1,Species,Alyxia arfakensis,76617-1
372,76620-1,['NWC'],Alyxia baillonii,76620-1,Species,Alyxia baillonii,76620-1
373,76621-1,"['CHC', 'CHS', 'VIE']",Alyxia balansae,76621-1,Species,Alyxia balansae,76621-1
374,76625-1,"['FIJ', 'SAM', 'SOL', 'TON', 'VAN', 'WAL']",Alyxia bracteolosa,76625-1,Species,Alyxia bracteolosa,76625-1
375,76628-1,"['NSW', 'SOA', 'TAS', 'VIC', 'WAU']",Alyxia buxifolia,76628-1,Species,Alyxia buxifolia,76628-1
376,76629-1,['NWG'],Alyxia cacuminum,76629-1,Species,Alyxia cacuminum,76629-1
377,76631-1,['NWC'],Alyxia caletioides,76631-1,Species,Alyxia caletioides,76631-1
378,1015383-1,['SUL'],Alyxia celebica,1015383-1,Species,Alyxia celebica,1015383-1
379,76639-1,['NWC'],Alyxia clusiophylla,76639-1,Species,Alyxia clusiophylla,76639-1
380,76640-1,"['MOL', 'NWG']",Alyxia composita,76640-1,Species,Alyxia composita,76640-1
381,76641-1,['PHI'],Alyxia concatenata,76641-1,Species,Alyxia concatenata,76641-1
382,76647-1,['NWC'],Alyxia cylindrocarpa,76647-1,Species,Alyxia cylindrocarpa,76647-1
383,76649-1,['NWG'],Alyxia defoliata,76649-1,Species,Alyxia defoliata,76649-1
384,76657-1,['VAN'],Alyxia efatensis,76657-1,Species,Alyxia efatensis,76657-1
385,76660-1,['FIJ'],Alyxia erythrosperma,76660-1,Species,Alyxia erythrosperma,76660-1
386,20005526-1,['NTA'],Alyxia evansii,20005526-1,Species,Alyxia evansii,20005526-1
387,76662-1,"['ASS', 'EHM', 'THA', 'CHT']",Alyxia fascicularis,76662-1,Species,Alyxia fascicularis,76662-1
388,76665-1,['NWG'],Alyxia floribunda,76665-1,Species,Alyxia floribunda,76665-1
389,76669-1,"['CHC', 'CHS', 'MYA']",Alyxia funingensis,76669-1,Species,Alyxia funingensis,76669-1
390,76670-1,"['BOR', 'MLY']",Alyxia ganophylla,76670-1,Species,Alyxia ganophylla,76670-1
391,76674-1,['NWC'],Alyxia glaucophylla,76674-1,Species,Alyxia glaucophylla,76674-1
392,1015384-1,['SUL'],Alyxia globosa,1015384-1,Species,Alyxia globosa,1015384-1
393,1015385-1,['NWG'],Alyxia graciliflora,1015385-1,Species,Alyxia graciliflora,1015385-1
394,76675-1,"['ASS', 'BAN', 'EHM']",Alyxia gracilis,76675-1,Species,Alyxia gracilis,76675-1
395,968204-1,['QLD'],Alyxia grandis,968204-1,Species,Alyxia grandis,968204-1
396,76676-1,['NFK'],Alyxia gynopogon,76676-1,Species,Alyxia gynopogon,76676-1
397,76679-1,"['CHH', 'VIE']",Alyxia hainanensis,76679-1,Species,Alyxia hainanensis,76679-1
398,76680-1,"['MOL', 'SUL']",Alyxia halmaheirae,76680-1,Species,Alyxia halmaheirae,76680-1
399,76682-1,['NWC'],Alyxia hurlimannii,76682-1,Species,Alyxia hurlimannii,76682-1
400,76683-1,['QLD'],Alyxia ilicifolia,76683-1,Species,Alyxia ilicifolia,76683-1
401,76690-1,['NWC'],Alyxia kaalaensis,76690-1,Species,Alyxia kaalaensis,76690-1
402,76691-1,['SUL'],Alyxia kabaenae,76691-1,Species,Alyxia kabaenae,76691-1
403,76692-1,['SUL'],Alyxia kendarica,76692-1,Species,Alyxia kendarica,76692-1
404,1015386-1,"['BIS', 'SOL']",Alyxia kwalotabaa,1015386-1,Species,Alyxia kwalotabaa,1015386-1
405,1015387-1,['SUL'],Alyxia lackii,1015387-1,Species,Alyxia lackii,1015387-1
406,76696-1,['NWG'],Alyxia lamii,76696-1,Species,Alyxia lamii,76696-1
407,76700-1,['NWG'],Alyxia laurina,76700-1,Species,Alyxia laurina,76700-1
408,76703-1,['NWC'],Alyxia leucogyne,76703-1,Species,Alyxia leucogyne,76703-1
409,76707-1,['PHI'],Alyxia linearis,76707-1,Species,Alyxia linearis,76707-1
410,76708-1,['NWC'],Alyxia loeseneriana,76708-1,Species,Alyxia loeseneriana,76708-1
411,1015388-1,['NWG'],Alyxia longiloba,1015388-1,Species,Alyxia longiloba,1015388-1
412,76712-1,['PHI'],Alyxia luzoniensis,76712-1,Species,Alyxia luzoniensis,76712-1
413,76715-1,['QLD'],Alyxia magnifolia,76715-1,Species,Alyxia magnifolia,76715-1
414,1015389-1,['BIS'],Alyxia manusiana,1015389-1,Species,Alyxia manusiana,1015389-1
415,76717-1,['NWC'],Alyxia margaretae,76717-1,Species,Alyxia margaretae,76717-1
416,76718-1,"['CBD', 'VIE']",Alyxia marginata,76718-1,Species,Alyxia marginata,76718-1
417,76720-1,['NWG'],Alyxia markgrafii,76720-1,Species,Alyxia markgrafii,76720-1
418,76721-1,['CHC'],Alyxia menglungensis,76721-1,Species,Alyxia menglungensis,76721-1
419,76725-1,['NWG'],Alyxia microphylla,76725-1,Species,Alyxia microphylla,76725-1
420,1015390-1,['SUL'],Alyxia minutiflora,1015390-1,Species,Alyxia minutiflora,1015390-1
421,76727-1,"['PHI', 'TAI']",Alyxia monticola,76727-1,Species,Alyxia monticola,76727-1
422,20005527-1,['NWC'],Alyxia mucronata,20005527-1,Species,Alyxia mucronata,20005527-1
423,1015391-1,['PHI'],Alyxia muguma,1015391-1,Species,Alyxia muguma,1015391-1
