,Latin or scientific name,Common name,Rating,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
262,Clematis spp,Leather flower,13,Clematis,,,329401-2,Genus,CPCS
263,Clematis virginiana,Devilâs darning needle,13,Clematis virginiana,Clematis virginiana,710188-1,710188-1,Species,CPCS
264,Clematis virginiana,Virgin's bower,13,Clematis virginiana,Clematis virginiana,710188-1,710188-1,Species,CPCS
265,Clematis virginiana,Woodbine,13,Clematis virginiana,Clematis virginiana,710188-1,710188-1,Species,CPCS
266,Clivia miniata,Caffre lily,3,Clivia miniata,Clivia miniata,994513-1,994513-1,Species,CPCS
267,Clivia miniata,Clivia,3,Clivia miniata,Clivia miniata,994513-1,994513-1,Species,CPCS
268,Clivia miniata,Kaffir lily,3,Clivia miniata,Clivia miniata,994513-1,994513-1,Species,CPCS
269,Cnidoscolus stimulosus,Tread-softly,1,Cnidoscolus stimulosus,Cnidoscolus stimulosus,341781-1,341781-1,Species,CPCS
270,Cocculus carolinus,Carolina moonseed,4,Cocculus carolinus,Cocculus carolinus,580515-1,580515-1,Species,CPCS
271,Cocculus carolinus,Coral beads,4,Cocculus carolinus,Cocculus carolinus,580515-1,580515-1,Species,CPCS
272,Codiaeum spp,Croton,1,Codiaeum,,,327705-2,Genus,CPCS
273,Codiaeum spp,Mona Lisa,1,Codiaeum,,,327705-2,Genus,CPCS
274,Cola nitida,Cola nut,4,Cola nitida,Cola nitida,822755-1,822755-1,Species,CPCS
275,Cola nitida,Kola nut,4,Cola nitida,Cola nitida,822755-1,822755-1,Species,CPCS
276,Colchicum autumnale,"Crocus, autumn",4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
277,Colchicum autumnale,"Crocus, fall",4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
278,Colchicum autumnale,Meadow crocus,4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
279,Colchicum autumnale,Meadow saffron,4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
280,Colchicum autumnale,Naked boys,4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
281,Colchicum autumnale,Colchicine,4,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,CPCS
282,Colocasia esculenta,Caladium,2a,Colocasia esculenta,Colocasia esculenta,1170772-2,1170772-2,Species,CPCS
283,Colocasia esculenta,Colocasia,2a,Colocasia esculenta,Colocasia esculenta,1170772-2,1170772-2,Species,CPCS
284,Colocasia esculenta,Elephant's ear,2a,Colocasia esculenta,Colocasia esculenta,1170772-2,1170772-2,Species,CPCS
285,Colocasia esculenta,Taro,2a,Colocasia esculenta,Colocasia esculenta,1170772-2,1170772-2,Species,CPCS
286,Conium maculatum,Deadly hemlock,4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
287,Conium maculatum,Hemlock,4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
288,Conium maculatum,"Hemlock, poison",4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
289,Conium maculatum,"Hemlock, spotted",4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
290,Conium maculatum,Poison hemlock,4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
291,Conium maculatum,Poison parsley,4,Conium maculatum,Conium maculatum,840668-1,840668-1,Species,CPCS
292,Convallaria majalis,Lily-of-the-valley,4,Convallaria majalis,Convallaria majalis,533487-1,533487-1,Species,CPCS
293,Convolvulus arvensis,Wild morning glory,13,Convolvulus arvensis,Convolvulus arvensis,265849-1,265849-1,Species,CPCS
294,Coriaria spp,Coriaria,4,Coriaria,,,12042-1,Genus,CPCS
295,Cornus sanguinea,"Dogwood, bloodtwig",1,Cornus sanguinea,Cornus sanguinea,271661-1,271661-1,Species,CPCS
296,Coronilla varia,Crown vetch,1,Coronilla varia,Coronilla varia,487281-1,487281-1,Species,CPCS
297,Corylus spp,Filbert,1,Corylus,,,13489-1,Genus,CPCS
298,Corylus spp,Hazelnut,1,Corylus,,,13489-1,Genus,CPCS
299,Corynanthe yohimbe,Yohimbe or Yohimbine,4,Corynanthe johimbe,Corynanthe johimbe,747599-1,747599-1,Species,CPCS
300,Cotoneaster spp,Cotoneaster,4,Cotoneaster,,,30040667-2,Genus,CPCS
301,Crocus sativus,Saffron,4,Crocus sativus,Crocus sativus,436688-1,436688-1,Species,CPCS
302,Crocus sativus,Saffron crocus,4,Crocus sativus,Crocus sativus,436688-1,436688-1,Species,CPCS
303,Crotalaria spectabilis,Crotalaria,4,Crotalaria spectabilis,Crotalaria spectabilis,322612-2,322612-2,Species,CPCS
304,Crotalaria spectabilis,Rattlebox,4,Crotalaria spectabilis,Crotalaria spectabilis,322612-2,322612-2,Species,CPCS
305,Croton humilis,Pepper bush,1,Croton humilis,Croton humilis,342698-1,342698-1,Species,CPCS
306,Croton tiglium,Croton,14,Croton tiglium,Croton tiglium,343631-1,343631-1,Species,CPCS
307,Cryptostegia grandiflora,"Allamanda, pink or purple",4,Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species,CPCS
308,Cryptostegia grandiflora,Indian rubber vine,4,Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species,CPCS
309,Cryptostegia grandiflora,Rubber vine,4,Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species,CPCS
310,Cycadaceae family,Cycads,4,,,,,,CPCS
311,Cycadaceae family,Zamia,4,,,,,,CPCS
312,Cycas spp,Cycas,4,Cycas,,,326847-2,Genus,CPCS
313,Cycas spp,Sago cycas,4,Cycas,,,326847-2,Genus,CPCS
314,Cycas spp,Sago palm,4,Cycas,,,326847-2,Genus,CPCS
315,Cyclamen spp,Cyclamen,3,Cyclamen,,,32774-1,Genus,CPCS
316,Cymbopogon nardus,Citronella grass,1,Cymbopogon nardus,Cymbopogon nardus,396972-1,396972-1,Species,CPCS
317,Cyperus alternifolius,Umbrella plant,4,Cyperus alternifolius,Cyperus alternifolius,303729-1,303729-1,Species,CPCS
318,Cyperus papyrus,Paper plant,4,Cyperus papyrus,Cyperus papyrus,330934-2,330934-2,Species,CPCS
319,Cyperus papyrus,Papyrus,4,Cyperus papyrus,Cyperus papyrus,330934-2,330934-2,Species,CPCS
320,Cyperus spp,Cyperus,4,Cyperus,,,330001-2,Genus,CPCS
321,Cypripedium calceolus,American valerian,1,Cypripedium calceolus,Cypripedium calceolus,320700-2,320700-2,Species,CPCS
322,Cypripedium spp,Lady slipper,1,Cypripedium,,,30008155-2,Genus,CPCS
323,Cypripedium spp,Ladyâs slipper,1,Cypripedium,,,30008155-2,Genus,CPCS
324,Cypripedium spp,Moccasin flower,1,Cypripedium,,,30008155-2,Genus,CPCS
325,Cypripedium spp,Nerve root,1,Cypripedium,,,30008155-2,Genus,CPCS
326,Cypripedium spp,Noah's ark,1,Cypripedium,,,30008155-2,Genus,CPCS
327,Cypripedium spp,"Orchid, lady slipper",1,Cypripedium,,,30008155-2,Genus,CPCS
328,Cypripedium spp,Slipper orchid,1,Cypripedium,,,30008155-2,Genus,CPCS
329,Cytisus laburnum,Bean tree,4,Laburnum anagyroides,Laburnum anagyroides,501428-1,501428-1,Species,CPCS
330,Cytisus scoparius,Irish tops,3,Cytisus scoparius,Cytisus scoparius,489963-1,489963-1,Species,CPCS
331,Cytisus scoparius,Scotch broom,3,Cytisus scoparius,Cytisus scoparius,489963-1,489963-1,Species,CPCS
333,Dalbergia retusa,Rosewood,1,Dalbergia retusa,Dalbergia retusa,490428-1,490428-1,Species,CPCS
334,Daphne mezereum,Daphne,14,Daphne mezereum,Daphne mezereum,831294-1,831294-1,Species,CPCS
335,Daphne mezereum,Mysterious plant,14,Daphne mezereum,Daphne mezereum,831294-1,831294-1,Species,CPCS
336,Daphne mezereum,Paradise plant,14,Daphne mezereum,Daphne mezereum,831294-1,831294-1,Species,CPCS
337,Daphne mezereum,Spurge flax,14,Daphne mezereum,Daphne mezereum,831294-1,831294-1,Species,CPCS
338,Daphne mezereum,Wild pepper,14,Daphne mezereum,Daphne mezereum,831294-1,831294-1,Species,CPCS
339,Daphne spp,Flax olive,14,Daphne,,,30024583-2,Genus,CPCS
340,Dapne cneorum,Garland flower,14,,,,,,CPCS
341,Datura inoxia,Indian apple,4,,,,,,CPCS
342,Datura inoxia,Moonflower,4,,,,,,CPCS
343,Datura inoxia,Sacred datura,4,,,,,,CPCS
344,Datura spp,Angelâs trumpet,4,Datura,,,30002853-2,Genus,CPCS
345,Datura spp,Datura,4,Datura,,,30002853-2,Genus,CPCS
346,Datura spp,Horn-of-plenty,4,Datura,,,30002853-2,Genus,CPCS
347,Datura stamonium,Devil weed,4,,,,,,CPCS
348,Datura stramonium,Apple of Peru,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
349,Datura stramonium,Devil's apple,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
350,Datura stramonium,Devil's trumpet,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
351,Datura stramonium,Green dragon,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
352,Datura stramonium,Hells bells,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
353,Datura stramonium,Jimson weed,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
354,Datura stramonium,Loco weed,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
355,Datura stramonium,Moon weed,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
356,Datura stramonium,Stink weed,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
357,Datura stramonium,Thornapple,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
358,Datura stramonium,Trumpet lily,4,Datura stramonium,Datura stramonium,314738-2,314738-2,Species,CPCS
359,Daubentonia punicea,False poinciana,4,Sesbania punicea,Sesbania punicea,518525-1,518525-1,Species,CPCS
360,Daubentonia punicea,Rattlebox,4,Sesbania punicea,Sesbania punicea,518525-1,518525-1,Species,CPCS
361,Daubentonia punicea,Sesbania,4,Sesbania punicea,Sesbania punicea,518525-1,518525-1,Species,CPCS
362,Daucus carota,Queen Anneâs lace,1,Daucus carota,Daucus carota,841063-1,841063-1,Species,CPCS
363,Daucus carota,Queen's lace,1,Daucus carota,Daucus carota,841063-1,841063-1,Species,CPCS
364,Daucus carota,Wild carrot,1,Daucus carota,Daucus carota,841063-1,841063-1,Species,CPCS
365,Delphinium spp,Delphinium,4,Delphinium,,,328251-2,Genus,CPCS
366,Delphinium spp,Larkspur,4,Delphinium,,,328251-2,Genus,CPCS
367,Delphinium spp,Rocket larkspur,4,Delphinium,,,328251-2,Genus,CPCS
368,Dianthus barbatus,Sweet William,1,Dianthus barbatus,Dianthus barbatus,306674-2,306674-2,Species,CPCS
369,Dianthus caryophyllus,Clover pink,1,Dianthus caryophyllus,Dianthus caryophyllus,153205-1,153205-1,Species,CPCS
370,Dianthus chinensis,Indian pink,1,Dianthus chinensis,Dianthus chinensis,153215-1,153215-1,Species,CPCS
371,Dianthus chinensis,Rainbow pink,1,Dianthus chinensis,Dianthus chinensis,153215-1,153215-1,Species,CPCS
372,Dianthus spp,Carnation,1,Dianthus,,,6245-1,Genus,CPCS
373,Dianthus spp,Pinks,1,Dianthus,,,6245-1,Genus,CPCS
374,Dianthus spp,Wild carnation,1,Dianthus,,,6245-1,Genus,CPCS
375,Dicentra exima,Wild bleeding heart,14,,,,,,CPCS
376,Dictamnus albus,Burning bush,1,Dictamnus albus,Dictamnus albus,772356-1,772356-1,Species,CPCS
377,Dictamnus albus,Fraxinella,1,Dictamnus albus,Dictamnus albus,772356-1,772356-1,Species,CPCS
378,Dieffenbachia sequine,Mother in law plant,2a,,,,,,CPCS
379,Dieffenbachia spp,Dieffenbachia,2a,Dieffenbachia,,,30002878-2,Genus,CPCS
380,Dieffenbachia spp,Dumb plant,2a,Dieffenbachia,,,30002878-2,Genus,CPCS
381,Dieffenbachia spp,Dumbcane,2a,Dieffenbachia,,,30002878-2,Genus,CPCS
382,Dieffenbachia spp,Leopard lily,2a,Dieffenbachia,,,30002878-2,Genus,CPCS
383,Dieffenbachia spp,Mother in lawâs tongue,2a,Dieffenbachia,,,30002878-2,Genus,CPCS
384,Dientra formosa,Bleeding heart,14,,,,,,CPCS
385,Digitalis purpurea,Foxglove,4,Digitalis purpurea,Digitalis purpurea,802077-1,802077-1,Species,CPCS
386,Dracunculus vulgaris,Dragon lily or Dragon plant,2a,Dracunculus vulgaris,Dracunculus vulgaris,86985-1,86985-1,Species,CPCS
387,Dracunculus vulgaris,"Lily, black",2a,Dracunculus vulgaris,Dracunculus vulgaris,86985-1,86985-1,Species,CPCS
388,Duranta repens,Pigeon berry,14,Duranta erecta,Duranta erecta,330606-2,330606-2,Species,CPCS
390,Echium spp,Pride of Madeira,4,Echium,,,30062099-2,Genus,CPCS
391,Echium vulgare,Snake flower,4,Echium vulgare,Echium vulgare,115950-1,115950-1,Species,CPCS
392,Elephantopus scaber,Elephantâs foot,4,Elephantopus scaber,Elephantopus scaber,202958-1,202958-1,Species,CPCS
393,Endospermum moluccanum,Moon tree,13,Endospermum moluccanum,Endospermum moluccanum,77176800-1,77176800-1,Species,CPCS
394,Ephedra spp,Ma Huang,4,Ephedra,,,328160-2,Genus,CPCS
395,Ephedra spp,Mexican tea,4,Ephedra,,,328160-2,Genus,CPCS
396,Ephedra spp,Miner's tea,4,Ephedra,,,328160-2,Genus,CPCS
397,Ephedra spp,Mormon tea,4,Ephedra,,,328160-2,Genus,CPCS
398,Ephedra spp,Squaw tea,4,Ephedra,,,328160-2,Genus,CPCS
399,Epipremnum aureum,Devilâs ivy,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
400,Epipremnum aureum,Golden pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
401,Epipremnum aureum,Marble queen pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
402,Epipremnum aureum,Pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
403,Equisetum hyemale,Scouring rush,4,Equisetum hyemale,Equisetum hyemale,92939-2,92939-2,Species,CPCS
404,Equisetum palustre,Marsh horsetail,4,Equisetum palustre,Equisetum palustre,30039890-2,30039890-2,Species,CPCS
405,Equisetum spp,Foxtail,4,Equisetum,,,30002112-2,Genus,CPCS
406,Equisetum spp,Horse willow,4,Equisetum,,,30002112-2,Genus,CPCS
407,Equisetum spp,Horsetail,4,Equisetum,,,30002112-2,Genus,CPCS
408,Equisetum spp,Mexican horsetail,4,Equisetum,,,30002112-2,Genus,CPCS
409,Equisetum spp,Rush,4,Equisetum,,,30002112-2,Genus,CPCS
410,Eriobotrya japonica,Japanese plum (seeds),4,Rhaphiolepis bibas,Rhaphiolepis bibas,77209608-1,77209608-1,Species,CPCS
411,Eriobotrya japonica,Loquat (seeds),4,Rhaphiolepis bibas,Rhaphiolepis bibas,77209608-1,77209608-1,Species,CPCS
412,Erythrina abyssinica,Red hot poker tree,4,Erythrina abyssinica,Erythrina abyssinica,494336-1,494336-1,Species,CPCS
413,Erythrina spp,Coral bean,4,Erythrina,,,30007957-2,Genus,CPCS
414,Erythrina spp,Indian bean,4,Erythrina,,,30007957-2,Genus,CPCS
415,Erythrina spp,Kaffir-boom,4,Erythrina,,,30007957-2,Genus,CPCS
416,Erythronium grandiflorum,Glacier lily,13,Erythronium grandiflorum,Erythronium grandiflorum,296483-2,296483-2,Species,CPCS
417,Erythronium grandiflorum,Snow lily,13,Erythronium grandiflorum,Erythronium grandiflorum,296483-2,296483-2,Species,CPCS
418,Eucalyptus globulus,Blue gum tree,3,Eucalyptus globulus,Eucalyptus globulus,592965-1,592965-1,Species,CPCS
419,Eucalyptus globulus,Eucalyptus,3,Eucalyptus globulus,Eucalyptus globulus,592965-1,592965-1,Species,CPCS
420,Euonymus atropurpurea,Burning bush,3,Euonymus atropurpureus,Euonymus atropurpureus,276986-2,276986-2,Species,CPCS
421,Euonymus europaea,Spindle tree,3,Euonymus europaeus,Euonymus europaeus,160876-1,160876-1,Species,CPCS
422,Euonymus spp,Euonymus,3,Euonymus,,,331601-2,Genus,CPCS
423,Eupatorium adenophorum,Snakeweed,3,Ageratina adenophora,Ageratina adenophora,6811-2,6811-2,Species,CPCS
424,Eupatorium cannabinum,Water hemp,3,Eupatorium cannabinum,Eupatorium cannabinum,205581-1,205581-1,Species,CPCS
425,Eupatorium conyzoides,Pussy foot,3,Lepidaploa arborescens,Lepidaploa arborescens,948476-1,948476-1,Species,CPCS
426,Eupatorium rugosum,Snakeroot,4,Ageratina liebmannii,Ageratina liebmannii,6946-2,6946-2,Species,CPCS
427,Euphorbia cotinifolia,Red spurge,13,Euphorbia cotinifolia,Euphorbia cotinifolia,346143-1,346143-1,Species,CPCS
428,Euphorbia drummondii,Caustic weed,13,Euphorbia drummondii,Euphorbia drummondii,346324-1,346324-1,Species,CPCS
429,Euphorbia drummondii,Milkweed,13,Euphorbia drummondii,Euphorbia drummondii,346324-1,346324-1,Species,CPCS
430,Euphorbia esula,Wolf's milk,13,Euphorbia esula,Euphorbia esula,346448-1,346448-1,Species,CPCS
431,Euphorbia hirta,Asthma plant or weed,1,Euphorbia hirta,Euphorbia hirta,101651-2,101651-2,Species,CPCS
432,Euphorbia lathyrus,Gopher plant,13,Euphorbia lathyris,Euphorbia lathyris,347072-1,347072-1,Species,CPCS
433,Euphorbia lathyrus,Mole plant,13,Euphorbia lathyris,Euphorbia lathyris,347072-1,347072-1,Species,CPCS
434,Euphorbia maculata,Milk purslane,1,Euphorbia maculata,Euphorbia maculata,347236-1,347236-1,Species,CPCS
435,Euphorbia marginata,Snow on the mountain,13,Euphorbia marginata,Euphorbia marginata,101724-2,101724-2,Species,CPCS
436,Euphorbia milii,Crown of thorns,13,Euphorbia milii,Euphorbia milii,347359-1,347359-1,Species,CPCS
437,Euphorbia myrsinites,Donkeytail,13,Euphorbia myrsinites,Euphorbia myrsinites,347445-1,347445-1,Species,CPCS
438,Euphorbia myrsinites,Spurge,13,Euphorbia myrsinites,Euphorbia myrsinites,347445-1,347445-1,Species,CPCS
439,Euphorbia spp,Milk barrel,13,Euphorbia,,,327729-2,Genus,CPCS
440,Euphorbia thymifolia,Chicken weed,1,Euphorbia thymifolia,Euphorbia thymifolia,102034-2,102034-2,Species,CPCS
441,Euphorbia tirucalli,Malabar tree,13,Euphorbia tirucalli,Euphorbia tirucalli,348517-1,348517-1,Species,CPCS
442,Euphorbia tirucalli,Milk bush,13,Euphorbia tirucalli,Euphorbia tirucalli,348517-1,348517-1,Species,CPCS
443,Euphorbia tirucalli,Pencil cactus or Pencil tree,13,Euphorbia tirucalli,Euphorbia tirucalli,348517-1,348517-1,Species,CPCS
444,Euphorbia tithymaloides,Christmas candle,3,Euphorbia tithymaloides,Euphorbia tithymaloides,102036-2,102036-2,Species,CPCS
445,Euphorbia tithymaloides,Devil's backbone,3,Euphorbia tithymaloides,Euphorbia tithymaloides,102036-2,102036-2,Species,CPCS
446,Euphorbia tithymaloides,Fiddle flower,3,Euphorbia tithymaloides,Euphorbia tithymaloides,102036-2,102036-2,Species,CPCS
447,Euphorbia tithymaloides,Redbird cactus or floweer,3,Euphorbia tithymaloides,Euphorbia tithymaloides,102036-2,102036-2,Species,CPCS
448,Euphorbia tithymaloides,Slipper flower or plant,3,Euphorbia tithymaloides,Euphorbia tithymaloides,102036-2,102036-2,Species,CPCS
449,Exogonium purga,Ipomea,3,,,,,,CPCS
451,Fagus crenta,"Beech, Japanese",3,,,,,,CPCS
452,Fagus sylvatica,"Beech, European",3,Fagus sylvatica,Fagus sylvatica,305836-2,305836-2,Species,CPCS
453,Fagus sylvatica,"Beech, ornamental",3,Fagus sylvatica,Fagus sylvatica,305836-2,305836-2,Species,CPCS
454,Fraxinus americana,"Ash, American",1,Fraxinus americana,Fraxinus americana,105770-2,105770-2,Species,CPCS
455,Fraxinus excelsior,"Ash, European",1,Fraxinus excelsior,Fraxinus excelsior,609009-1,609009-1,Species,CPCS
457,Galanthus nivalis,Snowdrop,3,Galanthus nivalis,Galanthus nivalis,64496-1,64496-1,Species,CPCS
458,Gelsemium sempervirens,Wood vine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
459,Gelsemium sempervirens,Yellow jasmine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
460,Gelsemium sempervirens,Yellow jessamine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
461,Gelsemium sempervirens,Carolina jasmine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
462,Gelsemium sempervirens,Carolina jessamine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
463,Gelsemium sempervirens,Carolina wild woodbine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
464,Gelsemium sempervirens,Caroline yellow jessamine,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
465,Gelsemium sempervirens,Gelsemium,14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
466,Gelsemium sempervirens,"Jasmine, yellow",4,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
467,Gelsemium sempervirens,"Jessamine, yellow",14,Gelsemium sempervirens,Gelsemium sempervirens,60448812-2,60448812-2,Species,CPCS
468,Ginkgo biloba,Ginkgo,14,Ginkgo biloba,Ginkgo biloba,262125-1,262125-1,Species,CPCS
469,Ginkgo biloba,Ginkgo biloba,14,Ginkgo biloba,Ginkgo biloba,262125-1,262125-1,Species,CPCS
470,Ginkgo biloba,Maidenhair tree,14,Ginkgo biloba,Ginkgo biloba,262125-1,262125-1,Species,CPCS
471,Ginkgo biloba,Oriental plum tree,14,Ginkgo biloba,Ginkgo biloba,262125-1,262125-1,Species,CPCS
472,Gladiola,Gladiola,3,Gladiolus,,,30066908-2,Genus,CPCS
473,Glechoma hederacea,Creeping charlie,3,Glechoma hederacea,Glechoma hederacea,447338-1,447338-1,Species,CPCS
474,Gloriosa superba,Gloriosa lily,4,Gloriosa superba,Gloriosa superba,535953-1,535953-1,Species,CPCS
475,Gloriosa superba,Glory lily,4,Gloriosa superba,Gloriosa superba,535953-1,535953-1,Species,CPCS
476,Glycyrrhiza glabra,Licorice,4,Glycyrrhiza glabra,Glycyrrhiza glabra,496941-1,496941-1,Species,CPCS
477,Glycyrrhiza glabra,Liquorice,4,Glycyrrhiza glabra,Glycyrrhiza glabra,496941-1,496941-1,Species,CPCS
478,Glycyrrhiza lepidata,Wild licorice,4,,,,,,CPCS
479,Grevillea banksii,Rain flower,1,Grevillea banksii,Grevillea banksii,703712-1,703712-1,Species,CPCS
481,Haemanthus coccineus,Blood flower or Blood lily,3,Haemanthus coccineus,Haemanthus coccineus,64715-1,64715-1,Species,CPCS
482,Hedera canariensis,"Ivy, Algerian",1,Hedera canariensis,Hedera canariensis,90665-1,90665-1,Species,CPCS
483,Hedera canariensis,"Ivy, Canary",1,Hedera canariensis,Hedera canariensis,90665-1,90665-1,Species,CPCS
484,Hedera canariensis,"Ivy, Madeira",1,Hedera canariensis,Hedera canariensis,90665-1,90665-1,Species,CPCS
485,Hedera helix,Baltic ivy,13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
486,Hedera helix,Birdsfoot ivy,13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
487,Hedera helix,Green ripples,13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
488,Hedera helix,"Ivy, Baltic",13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
489,Hedera helix,"Ivy, California",13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
490,Hedera helix,"Ivy, English",13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
491,Hedera helix,Needlepoint ivy,13,Hedera helix,Hedera helix,90723-1,90723-1,Species,CPCS
492,Hedera spp,Ivy,13,Hedera,,,30070080-2,Genus,CPCS
493,Heliotropium angiospermum,Scorpion's tail,4,Heliotropium angiospermum,Heliotropium angiospermum,116662-1,116662-1,Species,CPCS
494,Heliotropium indicum,Scorpion weed,4,Heliotropium indicum,Heliotropium indicum,116938-1,116938-1,Species,CPCS
495,Heliotropium spp,Heliotrope,4,Heliotropium,,,329805-2,Genus,CPCS
496,Helleborus foetidus,Stinking hellebore,4,Helleborus foetidus,Helleborus foetidus,711317-1,711317-1,Species,CPCS
497,Helleborus niger,Christmas rose,4,Helleborus niger,Helleborus niger,711348-1,711348-1,Species,CPCS
498,Helleborus niger,Easter rose,4,Helleborus niger,Helleborus niger,711348-1,711348-1,Species,CPCS
499,Helleborus niger,Hellebore,4,Helleborus niger,Helleborus niger,711348-1,711348-1,Species,CPCS
500,Helleborus spp,Lenten rose,4,Helleborus,,,33158-1,Genus,CPCS
501,Heracleum mantegazzianum,Wild parsnip,1,Heracleum mantegazzianum,Heracleum mantegazzianum,843084-1,843084-1,Species,CPCS
502,Heracleum mantegazzianum,Wild rhubarb,1,Heracleum mantegazzianum,Heracleum mantegazzianum,843084-1,843084-1,Species,CPCS
503,Heracleum sphondylium,Cow parsley,1,Heracleum sphondylium,Heracleum sphondylium,843179-1,843179-1,Species,CPCS
504,Heracleum sphondylium,Cow parsnip,1,Heracleum sphondylium,Heracleum sphondylium,843179-1,843179-1,Species,CPCS
505,Hevea brasiliensis,Rubber tree,1,Hevea brasiliensis,Hevea brasiliensis,349913-1,349913-1,Species,CPCS
506,Hippeastrum amaryllis,Fire lily,3,,,,,,CPCS
507,Hippeastrum aulicum,Lily of the palace,3,Hippeastrum aulicum,Hippeastrum aulicum,65037-1,65037-1,Species,CPCS
508,Hippeastrum spp,Amaryllis,3,Hippeastrum,,,331211-2,Genus,CPCS
509,Hippobroma longiflora,Horse poison,4,Hippobroma longiflora,Hippobroma longiflora,1133957-2,1133957-2,Species,CPCS
510,Hippobroma longiflora,Star-of-Bethlehem,4,Hippobroma longiflora,Hippobroma longiflora,1133957-2,1133957-2,Species,CPCS
511,Humulus lupulus,"Hop, common",1,Humulus lupulus,Humulus lupulus,303502-2,303502-2,Species,CPCS
512,Humulus lupulus,"Hop, European",1,Humulus lupulus,Humulus lupulus,303502-2,303502-2,Species,CPCS
513,Hyacinthus orientalis,Hyacinth (bulb),13,Hyacinthus orientalis,Hyacinthus orientalis,536789-1,536789-1,Species,CPCS
514,Hydrangea arborescens,Wild hydrangea,13,Hydrangea arborescens,Hydrangea arborescens,30010549-2,30010549-2,Species,CPCS
515,Hydrangea spp,Hydrangea,4,Hydrangea,,,30010546-2,Genus,CPCS
516,Hydrastis canadensis,Golden seal,4,Hydrastis canadensis,Hydrastis canadensis,305699-2,305699-2,Species,CPCS
517,Hydrastis canadensis,Indian dye,4,Hydrastis canadensis,Hydrastis canadensis,305699-2,305699-2,Species,CPCS
518,Hydrastis canadensis,Indian paint,4,Hydrastis canadensis,Hydrastis canadensis,305699-2,305699-2,Species,CPCS
519,Hydrastis canadensis,Orange root,4,Hydrastis canadensis,Hydrastis canadensis,305699-2,305699-2,Species,CPCS
520,Hydrocotyle spp,Gotu kola,14,Hydrocotyle,,,40115-1,Genus,CPCS
521,Hydrocotyle spp,Pennywort,14,Hydrocotyle,,,40115-1,Genus,CPCS
