plant_id,family,taxon_name,refstand,ref_short
wcs201946,Rubiaceae,Tarenna thomasii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs201977,Rubiaceae,Tarenna weberifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs201988,Rubiaceae,Tarennoidea wallichii,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs512723,Apocynaceae,Tavaresia barklyi,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs512745,Apocynaceae,Telosma africana,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs512749,Apocynaceae,Telosma cordata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs512749,Apocynaceae,Telosma cordata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs512749,Apocynaceae,Telosma cordata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs512749,Apocynaceae,Telosma cordata,100023,U.S. FDA Substance Registration System (2016)
wcs512749,Apocynaceae,Telosma cordata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs512749,Apocynaceae,Telosma cordata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs512749,Apocynaceae,Telosma cordata,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs512754,Apocynaceae,Telosma pallida,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs512754,Apocynaceae,Telosma pallida,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs512756,Apocynaceae,Telosma procumbens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs203878,Apocynaceae,Thevetia ahouai,100187,"Med. Plants for Diabetes in C. America (Giovannini et al., 2016)"
wcs203878,Apocynaceae,Thevetia ahouai,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs203878,Apocynaceae,Thevetia ahouai,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs205871,Rubiaceae,Timonius flavescens,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs205871,Rubiaceae,Timonius flavescens,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs205871,Rubiaceae,Timonius flavescens,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs205871,Rubiaceae,Timonius flavescens,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs205906,Rubiaceae,Timonius lasianthoides,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs206023,Rubiaceae,Timonius timon,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs206023,Rubiaceae,Timonius timon,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs206027,Rubiaceae,Timonius timon var. timon,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs206027,Rubiaceae,Timonius timon var. timon,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs274342,Rubiaceae,Timonius uniflorus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs274342,Rubiaceae,Timonius uniflorus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs206905,Rubiaceae,Tocoyena formosa,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
wcs206905,Rubiaceae,Tocoyena formosa,8428,"Med. & Pois. Pl. N.E.Braz. (Agra et al., 2007)"
wcs206937,Rubiaceae,Tocoyena sprucei,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
wcs512821,Apocynaceae,Toxocarpus kurzii,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs512862,Apocynaceae,Toxocarpus villosus,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs512862,Apocynaceae,Toxocarpus villosus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs512862,Apocynaceae,Toxocarpus villosus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs512862,Apocynaceae,Toxocarpus villosus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs512867,Apocynaceae,Toxocarpus wightianus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs512867,Apocynaceae,Toxocarpus wightianus,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs207074,Apocynaceae,Trachelospermum asiaticum,8389,Korean Herbal Pharmacopoeia (2002)
wcs207078,Apocynaceae,Trachelospermum axillare,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs207078,Apocynaceae,Trachelospermum axillare,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs207078,Apocynaceae,Trachelospermum axillare,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs207096,Apocynaceae,Trachelospermum dunnii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs207096,Apocynaceae,Trachelospermum dunnii,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs207106,Apocynaceae,Trachelospermum jasminoides,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,8885,Hong Kong Chinese Materia Med. Standards (2014)
wcs207106,Apocynaceae,Trachelospermum jasminoides,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,8354,"Medicinal Plants in China (WHO, 1997)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,100196,"Med. Pls. Used by Maonan People in China. (Hong et al., 2015)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,8374,Pharmacopoeia of China (2005)
wcs207106,Apocynaceae,Trachelospermum jasminoides,100001,Pharmacopoeia of China (2010)
wcs207106,Apocynaceae,Trachelospermum jasminoides,100050,Pharmacopoeia of China (2015)
wcs207106,Apocynaceae,Trachelospermum jasminoides,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,100194,"TCM Plants for Syst. Bio. Evaluation (Eisenberg et al., 2011)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,100023,U.S. FDA Substance Registration System (2016)
wcs207106,Apocynaceae,Trachelospermum jasminoides,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs207106,Apocynaceae,Trachelospermum jasminoides,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs207113,Apocynaceae,Trachelospermum lucidum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs207113,Apocynaceae,Trachelospermum lucidum,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs207113,Apocynaceae,Trachelospermum lucidum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs207113,Apocynaceae,Trachelospermum lucidum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs207113,Apocynaceae,Trachelospermum lucidum,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs207766,Rubiaceae,Tricalysia angolensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs207963,Rubiaceae,Tricalysia reticulata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209737,Rubiaceae,Uncaria acida,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209737,Rubiaceae,Uncaria acida,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209737,Rubiaceae,Uncaria acida,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs209737,Rubiaceae,Uncaria acida,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209741,Rubiaceae,Uncaria africana,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs209741,Rubiaceae,Uncaria africana,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
wcs209741,Rubiaceae,Uncaria africana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209741,Rubiaceae,Uncaria africana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209743,Rubiaceae,Uncaria africana subsp. angolensis,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
wcs209758,Rubiaceae,Uncaria bernaysii,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209764,Rubiaceae,Uncaria callophylla,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209764,Rubiaceae,Uncaria callophylla,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209769,Rubiaceae,Uncaria cordata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209769,Rubiaceae,Uncaria cordata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs209769,Rubiaceae,Uncaria cordata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209769,Rubiaceae,Uncaria cordata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209780,Rubiaceae,Uncaria elliptica,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs209780,Rubiaceae,Uncaria elliptica,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs209780,Rubiaceae,Uncaria elliptica,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209780,Rubiaceae,Uncaria elliptica,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs209796,Rubiaceae,Uncaria gambir,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209796,Rubiaceae,Uncaria gambir,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209796,Rubiaceae,Uncaria gambir,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209796,Rubiaceae,Uncaria gambir,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs209796,Rubiaceae,Uncaria gambir,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs209796,Rubiaceae,Uncaria gambir,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs209796,Rubiaceae,Uncaria gambir,8382,Japanese Pharmacopoeia 15th edn. (2006)
wcs209796,Rubiaceae,Uncaria gambir,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
wcs209796,Rubiaceae,Uncaria gambir,8869,"Korean Pharmacopoeia, 9th edn. (2007)"
wcs209796,Rubiaceae,Uncaria gambir,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
wcs209796,Rubiaceae,Uncaria gambir,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs209796,Rubiaceae,Uncaria gambir,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209796,Rubiaceae,Uncaria gambir,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs209796,Rubiaceae,Uncaria gambir,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209796,Rubiaceae,Uncaria gambir,100023,U.S. FDA Substance Registration System (2016)
wcs209796,Rubiaceae,Uncaria gambir,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs209796,Rubiaceae,Uncaria gambir,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209796,Rubiaceae,Uncaria gambir,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs209803,Rubiaceae,Uncaria guianensis,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209803,Rubiaceae,Uncaria guianensis,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209803,Rubiaceae,Uncaria guianensis,100190,"Herbal Medicines, 3rd edn. (Barnes et al., 2007)"
wcs209803,Rubiaceae,Uncaria guianensis,8424,"Med. Pl. of Chazuta Valley (Sanz-Biset et al., 2009)"
wcs209803,Rubiaceae,Uncaria guianensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs209803,Rubiaceae,Uncaria guianensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209806,Rubiaceae,Uncaria hirsuta,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209806,Rubiaceae,Uncaria hirsuta,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs209806,Rubiaceae,Uncaria hirsuta,8374,Pharmacopoeia of China (2005)
wcs209806,Rubiaceae,Uncaria hirsuta,100001,Pharmacopoeia of China (2010)
wcs209806,Rubiaceae,Uncaria hirsuta,100050,Pharmacopoeia of China (2015)
wcs209806,Rubiaceae,Uncaria hirsuta,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209806,Rubiaceae,Uncaria hirsuta,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209806,Rubiaceae,Uncaria hirsuta,100023,U.S. FDA Substance Registration System (2016)
wcs209806,Rubiaceae,Uncaria hirsuta,8460,WHO Monographs Med. Pl. 4 (2009)
wcs209806,Rubiaceae,Uncaria hirsuta,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209807,Rubiaceae,Uncaria homomalla,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209807,Rubiaceae,Uncaria homomalla,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs209807,Rubiaceae,Uncaria homomalla,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209807,Rubiaceae,Uncaria homomalla,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209807,Rubiaceae,Uncaria homomalla,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs209822,Rubiaceae,Uncaria lanosa,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209822,Rubiaceae,Uncaria lanosa,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209822,Rubiaceae,Uncaria lanosa,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs209822,Rubiaceae,Uncaria lanosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209832,Rubiaceae,Uncaria lanosa f. setiloba,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209823,Rubiaceae,Uncaria lanosa var. appendiculata,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209824,Rubiaceae,Uncaria lanosa var. ferrea,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209824,Rubiaceae,Uncaria lanosa var. ferrea,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209825,Rubiaceae,Uncaria lanosa var. glabrata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209836,Rubiaceae,Uncaria longiflora,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209836,Rubiaceae,Uncaria longiflora,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs209836,Rubiaceae,Uncaria longiflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209838,Rubiaceae,Uncaria longiflora var. pteropoda,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209838,Rubiaceae,Uncaria longiflora var. pteropoda,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209840,Rubiaceae,Uncaria macrophylla,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs209840,Rubiaceae,Uncaria macrophylla,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209840,Rubiaceae,Uncaria macrophylla,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209840,Rubiaceae,Uncaria macrophylla,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs209840,Rubiaceae,Uncaria macrophylla,8382,Japanese Pharmacopoeia 15th edn. (2006)
wcs209840,Rubiaceae,Uncaria macrophylla,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
wcs209840,Rubiaceae,Uncaria macrophylla,8374,Pharmacopoeia of China (2005)
wcs209840,Rubiaceae,Uncaria macrophylla,100001,Pharmacopoeia of China (2010)
wcs209840,Rubiaceae,Uncaria macrophylla,100050,Pharmacopoeia of China (2015)
wcs209840,Rubiaceae,Uncaria macrophylla,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209840,Rubiaceae,Uncaria macrophylla,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209840,Rubiaceae,Uncaria macrophylla,100023,U.S. FDA Substance Registration System (2016)
wcs209840,Rubiaceae,Uncaria macrophylla,8460,WHO Monographs Med. Pl. 4 (2009)
wcs209840,Rubiaceae,Uncaria macrophylla,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209840,Rubiaceae,Uncaria macrophylla,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs209857,Rubiaceae,Uncaria rhynchophylla,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,8382,Japanese Pharmacopoeia 15th edn. (2006)
wcs209857,Rubiaceae,Uncaria rhynchophylla,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,8354,"Medicinal Plants in China (WHO, 1997)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100196,"Med. Pls. Used by Maonan People in China. (Hong et al., 2015)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,8374,Pharmacopoeia of China (2005)
wcs209857,Rubiaceae,Uncaria rhynchophylla,100001,Pharmacopoeia of China (2010)
wcs209857,Rubiaceae,Uncaria rhynchophylla,100050,Pharmacopoeia of China (2015)
wcs209857,Rubiaceae,Uncaria rhynchophylla,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100194,"TCM Plants for Syst. Bio. Evaluation (Eisenberg et al., 2011)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100197,"Trad. Med. in Dali Prefecture, SW China. (Zhang et al., 2014)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,100023,U.S. FDA Substance Registration System (2016)
wcs209857,Rubiaceae,Uncaria rhynchophylla,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,8460,WHO Monographs Med. Pl. 4 (2009)
wcs209857,Rubiaceae,Uncaria rhynchophylla,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209857,Rubiaceae,Uncaria rhynchophylla,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs209870,Rubiaceae,Uncaria sessilifructus,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209870,Rubiaceae,Uncaria sessilifructus,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs209870,Rubiaceae,Uncaria sessilifructus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs209870,Rubiaceae,Uncaria sessilifructus,8374,Pharmacopoeia of China (2005)
wcs209870,Rubiaceae,Uncaria sessilifructus,100001,Pharmacopoeia of China (2010)
wcs209870,Rubiaceae,Uncaria sessilifructus,100050,Pharmacopoeia of China (2015)
wcs209870,Rubiaceae,Uncaria sessilifructus,100023,U.S. FDA Substance Registration System (2016)
wcs209870,Rubiaceae,Uncaria sessilifructus,8460,WHO Monographs Med. Pl. 4 (2009)
wcs209870,Rubiaceae,Uncaria sessilifructus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209872,Rubiaceae,Uncaria sinensis,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209872,Rubiaceae,Uncaria sinensis,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209872,Rubiaceae,Uncaria sinensis,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
wcs209872,Rubiaceae,Uncaria sinensis,8382,Japanese Pharmacopoeia 15th edn. (2006)
wcs209872,Rubiaceae,Uncaria sinensis,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
wcs209872,Rubiaceae,Uncaria sinensis,8389,Korean Herbal Pharmacopoeia (2002)
wcs209872,Rubiaceae,Uncaria sinensis,8374,Pharmacopoeia of China (2005)
wcs209872,Rubiaceae,Uncaria sinensis,100001,Pharmacopoeia of China (2010)
wcs209872,Rubiaceae,Uncaria sinensis,100050,Pharmacopoeia of China (2015)
wcs209872,Rubiaceae,Uncaria sinensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209872,Rubiaceae,Uncaria sinensis,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs209872,Rubiaceae,Uncaria sinensis,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
wcs209872,Rubiaceae,Uncaria sinensis,100023,U.S. FDA Substance Registration System (2016)
wcs209872,Rubiaceae,Uncaria sinensis,8460,WHO Monographs Med. Pl. 4 (2009)
wcs209872,Rubiaceae,Uncaria sinensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209872,Rubiaceae,Uncaria sinensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs209877,Rubiaceae,Uncaria talbotii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs209879,Rubiaceae,Uncaria tomentosa,9301,Farmacopea Herbolaria Mexicanos (2013)
wcs209879,Rubiaceae,Uncaria tomentosa,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs209879,Rubiaceae,Uncaria tomentosa,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs209879,Rubiaceae,Uncaria tomentosa,100190,"Herbal Medicines, 3rd edn. (Barnes et al., 2007)"
wcs209879,Rubiaceae,Uncaria tomentosa,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs209879,Rubiaceae,Uncaria tomentosa,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs209879,Rubiaceae,Uncaria tomentosa,100184,"Med. Pl. and Extracts Market News Service (Brinkmann, 2009)"
wcs209879,Rubiaceae,Uncaria tomentosa,100187,"Med. Plants for Diabetes in C. America (Giovannini et al., 2016)"
wcs209879,Rubiaceae,Uncaria tomentosa,8747,"Med. Pl. Latin America (Duke, 2009)"
wcs209879,Rubiaceae,Uncaria tomentosa,8424,"Med. Pl. of Chazuta Valley (Sanz-Biset et al., 2009)"
wcs209879,Rubiaceae,Uncaria tomentosa,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs209879,Rubiaceae,Uncaria tomentosa,100022,"Med. Plts. in Loja & Zamora-Chinchipe, Ecuador (Tene, 2007)"
wcs209879,Rubiaceae,Uncaria tomentosa,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs209879,Rubiaceae,Uncaria tomentosa,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs209879,Rubiaceae,Uncaria tomentosa,100023,U.S. FDA Substance Registration System (2016)
wcs209879,Rubiaceae,Uncaria tomentosa,8379,U.S. Pharmacopoeia USP 32 (2008)
wcs209879,Rubiaceae,Uncaria tomentosa,8876,U.S. Pharmacopoeia USP 37 (2013)
wcs209879,Rubiaceae,Uncaria tomentosa,100186,U.S. Pharmacopoeia USP 39 (2016)
wcs209879,Rubiaceae,Uncaria tomentosa,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs209879,Rubiaceae,Uncaria tomentosa,8300,WHO Monographs Med. Pl. 3 (2007)
wcs209879,Rubiaceae,Uncaria tomentosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs209879,Rubiaceae,Uncaria tomentosa,100020,"World Economic Plants (Wiersema et al., 2013)"
wcs210938,Apocynaceae,Urceola brachysepala,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs210941,Apocynaceae,Urceola elastica,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs210941,Apocynaceae,Urceola elastica,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs210943,Apocynaceae,Urceola huaitingii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs210943,Apocynaceae,Urceola huaitingii,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs531857,Apocynaceae,Urceola laevigata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs531857,Apocynaceae,Urceola laevigata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs531857,Apocynaceae,Urceola laevigata,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs531857,Apocynaceae,Urceola laevigata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs531857,Apocynaceae,Urceola laevigata,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs531857,Apocynaceae,Urceola laevigata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs531857,Apocynaceae,Urceola laevigata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs531857,Apocynaceae,Urceola laevigata,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs210956,Apocynaceae,Urceola micrantha,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs210956,Apocynaceae,Urceola micrantha,100032,"Med. Plants of Limu Mountains, China (Zheng, 2013)"
wcs210956,Apocynaceae,Urceola micrantha,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs210956,Apocynaceae,Urceola micrantha,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs210956,Apocynaceae,Urceola micrantha,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs210957,Apocynaceae,Urceola minutiflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs531855,Apocynaceae,Urceola polyneura,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs531855,Apocynaceae,Urceola polyneura,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
