,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,Reference
201641,350,Trait Data for African Plants - a Photo Guide,Lawsonia inermis L.,32575,Lawsonia inermis,2836270,25775948,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201642,350,Trait Data for African Plants - a Photo Guide,Lebeckia pauciflora Eckl. & Zeyh.,337812,Lebeckia pauciflora,2836290,25775968,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201643,350,Trait Data for African Plants - a Photo Guide,Lebeckia sepiaria (L.) Thunb.,337815,Lebeckia sepiaria,2836309,25775987,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201644,350,Trait Data for African Plants - a Photo Guide,Lebeckia sericea Thunb.,69025,Lebeckia sericea,2836325,25776003,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201645,350,Trait Data for African Plants - a Photo Guide,Ledebouria cooperi (Hook. f.) Jessop,338286,Ledebouria cooperi,2836356,25776034,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201646,350,Trait Data for African Plants - a Photo Guide,Ledebouria cooperi (Hook. f.) Jessop,338286,Ledebouria cooperi,2836357,25776035,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201647,350,Trait Data for African Plants - a Photo Guide,Ledebouria cordifolia (Baker) Stedje & Thulin,237000,Ledebouria cordifolia,2836375,25776053,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201648,350,Trait Data for African Plants - a Photo Guide,Ledebouria floribunda (Baker) Jessop,88063,Ledebouria floribunda,2836394,25776072,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201649,350,Trait Data for African Plants - a Photo Guide,Ledebouria floribunda (Baker) Jessop,88063,Ledebouria floribunda,2836395,25776073,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201650,350,Trait Data for African Plants - a Photo Guide,Ledebouria hypoxidioides (Schönland) Jessop,338297,Ledebouria hypoxidioides,2836411,25776089,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201651,350,Trait Data for African Plants - a Photo Guide,Ledebouria hypoxidioides (Schönland) Jessop,338297,Ledebouria hypoxidioides,2836412,25776090,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201652,350,Trait Data for African Plants - a Photo Guide,Ledebouria kirkii (Baker) Stedje & Thulin,237001,Ledebouria kirkii,2836431,25776109,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201653,350,Trait Data for African Plants - a Photo Guide,Ledebouria ovalifolia (Schrad.) Jessop,88064,Ledebouria ovalifolia,2836450,25776128,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201654,350,Trait Data for African Plants - a Photo Guide,Ledebouria ovatifolia (Baker) Jessop,338312,Ledebouria ovatifolia,2836467,25776145,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201655,350,Trait Data for African Plants - a Photo Guide,Ledebouria ovatifolia (Baker) Jessop,338312,Ledebouria ovatifolia,2836468,25776146,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201656,350,Trait Data for African Plants - a Photo Guide,Ledebouria revoluta (L. f.) Jessop,69030,Ledebouria revoluta,2836488,25776166,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201657,350,Trait Data for African Plants - a Photo Guide,Ledebouria revoluta (L. f.) Jessop,69030,Ledebouria revoluta,2836489,25776167,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201658,350,Trait Data for African Plants - a Photo Guide,Ledebouria socialis (Baker) Jessop,88066,Ledebouria socialis,2836507,25776185,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201659,350,Trait Data for African Plants - a Photo Guide,Ledebouria sudanica (A.Chev.) Burg,237002,Ledebouria sudanica,2836525,25776203,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201660,350,Trait Data for African Plants - a Photo Guide,Ledebouria zambesiaca (Baker) Speta,237003,Ledebouria zambesiaca,2836543,25776221,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201661,350,Trait Data for African Plants - a Photo Guide,Leea guineensis G.Don,32649,Leea guineensis,2836561,25776239,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201662,350,Trait Data for African Plants - a Photo Guide,Leea guineensis G.Don,32649,Leea guineensis,2836562,25776240,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201663,350,Trait Data for African Plants - a Photo Guide,Lefebvrea abyssinica A. Rich.,237012,Lefebvrea abyssinica,2836584,25776262,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201664,350,Trait Data for African Plants - a Photo Guide,Leobordea foliosa (Bolus) B.-E. van Wyk & Boatwr.,338471,Leobordea foliosa,2836611,25776289,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201665,350,Trait Data for African Plants - a Photo Guide,Leobordea platycarpa (Viv.) B.-E. van Wyk & Boatwr.,338472,Leobordea platycarpa,2836628,25776306,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201666,350,Trait Data for African Plants - a Photo Guide,Leobordea platycarpa (Viv.) B.-E. van Wyk & Boatwr.,338472,Leobordea platycarpa,2836629,25776307,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201667,350,Trait Data for African Plants - a Photo Guide,Leonotis decadonta Gürke,237102,Leonotis decadonta,2836647,25776325,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201668,350,Trait Data for African Plants - a Photo Guide,Leonotis leonurus (L.) R. Br.,69043,Leonotis leonurus,2836670,25776348,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201669,350,Trait Data for African Plants - a Photo Guide,Leonotis myricifolia Iwarsson & Y.B. Harv.,69044,Leonotis myricifolia,2836690,25776368,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201670,350,Trait Data for African Plants - a Photo Guide,Leonotis nepetifolia (L.) R.Br.,32720,Leonotis nepetifolia,2836711,25776389,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201671,350,Trait Data for African Plants - a Photo Guide,Leonotis ocymifolia (Burm.f.) Iwarsson,32721,Leonotis ocymifolia,2836729,25776407,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201672,350,Trait Data for African Plants - a Photo Guide,Leonotis ocymifolia var. schinzii (Gürke) Iwarsson,338479,Leonotis ocymifolia var. schinzii,2836751,25776429,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201673,350,Trait Data for African Plants - a Photo Guide,Lepidagathis alopecuroides (Vahl) R. Br. ex Griseb.,237263,Lepidagathis alopecuroidea,2836773,25776451,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201674,350,Trait Data for African Plants - a Photo Guide,Lepidagathis anobrya Nees,69053,Lepidagathis anobrya,2836792,25776470,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201675,350,Trait Data for African Plants - a Photo Guide,Lepidagathis chevalieri Benoist,338928,Lepidagathis chevalieri,2836815,25776493,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201676,350,Trait Data for African Plants - a Photo Guide,Lepidagathis collina (Endl.) Milne-Redh.,237265,Lepidagathis collina,2836829,25776507,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201677,350,Trait Data for African Plants - a Photo Guide,Lepidagathis epacridea Heine,338932,Lepidagathis epacridea,2836849,25776527,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201678,350,Trait Data for African Plants - a Photo Guide,Lepidagathis fischeri C.B.Clarke,237267,Lepidagathis fischeri,2836867,25776545,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201679,350,Trait Data for African Plants - a Photo Guide,Lepidagathis heudelotiana Nees,32760,Lepidagathis heudelotiana,2836888,25776566,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201680,350,Trait Data for African Plants - a Photo Guide,Lepidagathis pobeguinii Hua,338955,Lepidagathis pobeguinii,2836910,25776588,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201681,350,Trait Data for African Plants - a Photo Guide,Lepidagathis randii S. Moore,338956,Lepidagathis randii,2836928,25776606,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201682,350,Trait Data for African Plants - a Photo Guide,Lepidagathis scariosa Nees,32761,Lepidagathis scariosa,2836946,25776624,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201683,350,Trait Data for African Plants - a Photo Guide,Lepidobotrys staudtii Engl.,63242,Lepidobotrys staudtii,2836962,25776640,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201684,350,Trait Data for African Plants - a Photo Guide,Lepidostephium denticulatum Oliv.,339155,Lepidostephium denticulatum,2836982,25776660,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201685,350,Trait Data for African Plants - a Photo Guide,Lepidostephium denticulatum Oliv.,339155,Lepidostephium denticulatum,2836983,25776661,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201686,350,Trait Data for African Plants - a Photo Guide,Lepidotrichilia volkensii (Gürke) Leroy,32841,Lepidotrichilia volkensii,2837004,25776682,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201687,350,Trait Data for African Plants - a Photo Guide,Leplaea cedrata (A. Chev.) E.J.M. Koenen & J. J. de Wilde,237388,Leplaea cedrata,2837056,25776734,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201688,350,Trait Data for African Plants - a Photo Guide,Leptactina arnoldiana De Wild.,339229,Leptactina mannii subsp. arnoldiana,2837075,25776753,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201689,350,Trait Data for African Plants - a Photo Guide,Leptactina benguelensis (Benth. & Hook. f.) R.D. Good,69067,Leptactina benguelensis,2837095,25776773,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201690,350,Trait Data for African Plants - a Photo Guide,Leptactina benguelensis subsp. pubescens Verdc.,339219,Leptactina benguelensis subsp. pubescens,2837120,25776798,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201691,350,Trait Data for African Plants - a Photo Guide,Leptactina involucrata Hook. f.,32856,Leptactina involucrata,2837144,25776822,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201692,350,Trait Data for African Plants - a Photo Guide,Leptactina leopoldi-secundi Büttner,339226,Leptactina leopoldi-secundi,2837164,25776842,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201693,350,Trait Data for African Plants - a Photo Guide,Leptactina mannii subsp. arnoldiana (De Wild.) Neuba ex Figueiredo,339229,Leptactina mannii subsp. arnoldiana,2837184,25776862,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201694,350,Trait Data for African Plants - a Photo Guide,Leptactina platyphylla (Hiern) Wernham,69068,Leptactina platyphylla,2837204,25776882,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201695,350,Trait Data for African Plants - a Photo Guide,Leptactina senegambica Hook.f.,88254,Leptactina senegambica,2837224,25776902,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201696,350,Trait Data for African Plants - a Photo Guide,Leptadenia hastata (Pers.) Decne.,237392,Leptadenia lancifolia,2837245,25776923,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201697,350,Trait Data for African Plants - a Photo Guide,Leptadenia pyrotechnica (Forssk.) Decne.,32859,Leptadenia pyrotechnica,2837265,25776943,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201698,350,Trait Data for African Plants - a Photo Guide,Leptaulus zenkeri Engl.,237395,Leptaulus congolanus,2837285,25776963,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201699,350,Trait Data for African Plants - a Photo Guide,Leptoderris goetzei (Harms) Dunn,339278,Leptoderris goetzei,2837314,25776992,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201700,350,Trait Data for African Plants - a Photo Guide,Leptoderris nobilis (Welw. ex Baker) Dunn,339279,Leptoderris nobilis,2837335,25777013,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201701,350,Trait Data for African Plants - a Photo Guide,Leptonychia usambarensis K. Schum.,32933,Leptonychia usambarensis,2837388,25777066,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,free,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
201702,350,Trait Data for African Plants - a Photo Guide,Lessertia benguellensis Baker f.,33055,Lessertia benguellensis,2837410,25777088,2936.0,Flower corolla type,3794,Flower - Corolla,Flower - Corolla,(partly) united,,,"Dressler S, M Schmidt, G Zizka (2014) Introducing African PlantsA Photo GuideAn Interactive Photo Data-Base and Rapid Identification Tool for Continental Africa. Taxon 63(5) 1159-1161 DOI: http://dx.doi.org/10.12705/635.26"
