,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Manual_snippet,Sources
20,Aspidosperma,,,2217-1,Genus,r/o/y,Manual
58,Cryptolepis,,,3291-1,Genus,w/r,Manual
66,Diplorhynchus,,,2301-1,Genus,w/y,Manual
205,Strophanthus,,,2582-1,Genus,r/y/w,Manual
