,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
2957,Galium witheringii,['es'],Galium palustre,Galium palustre,750370-1,750370-1,Species
2958,Galium wutaicum,['es'],Galium spurium subsp. spurium,Galium spurium,750665-1,77168475-1,Subspecies
2959,Galium xinjiangense,['zh'],Galium paniculatum,Galium paniculatum,750374-1,750374-1,Species
2960,Galium zelenetzkii,['es'],Galium album subsp. prusense,Galium album,749481-1,890266-1,Subspecies
2961,Garapatica edulis,['es'],Cordiera garapatica,Cordiera garapatica,65646-2,65646-2,Species
2962,Gardenia angustifolia,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2963,Gardenia appendiculata,['es'],Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
2964,Gardenia augusta,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2965,Gardenia brasiliensis,['es'],Genipa americana,Genipa americana,751331-1,751331-1,Species
2966,Gardenia crassicaulis,['es'],Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
2967,Gardenia edulis,['es'],Gardenia artensis,Gardenia artensis,750911-1,750911-1,Species
2968,Gardenia ferrea,['es'],Melanopsidium nigrum,Melanopsidium nigrum,320980-2,320980-2,Species
2969,Gardenia florida,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2970,Gardenia foliolosa,['es'],Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
2971,Gardenia grandiflora,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2972,Gardenia jasminiflora,['es'],Heinsia crinita subsp. crinita,Heinsia crinita,753022-1,77172235-1,Subspecies
2973,Gardenia latifolia,['en'],Gardenia latifolia,Gardenia latifolia,751091-1,751091-1,Species
2974,Gardenia longisepala,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2975,Gardenia macrocarpa,['es'],Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
2976,Gardenia malleifera,['es'],Rothmannia whitfieldii,Rothmannia whitfieldii,765164-1,765164-1,Species
2977,Gardenia medicinalis,['es'],Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
2978,Gardenia microcarpa,['es'],Coddia rudis,Coddia rudis,908557-1,908557-1,Species
2979,Gardenia mitis,['es'],Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
2980,Gardenia montana,['en'],Ceriscoides turgida,Ceriscoides turgida,746249-1,746249-1,Species
2981,Gardenia pictorum,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2982,Gardenia pomifera,['es'],Tamilnadia uliginosa,Tamilnadia uliginosa,767328-1,767328-1,Species
2983,Gardenia radicans,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
2984,Gardenia rothmannia,['es'],Rothmannia capensis,Rothmannia capensis,765117-1,765117-1,Species
2985,Gardenia sinensis,['en'],Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species
2986,Gardenia speciosa,['es'],Rothmannia longiflora,Rothmannia longiflora,765136-1,765136-1,Species
2987,Gardenia stanleyana,['es'],Rothmannia longiflora,Rothmannia longiflora,765136-1,765136-1,Species
2988,Gardenia stellaris,['es'],Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
2989,Gardenia uliginosa,['es'],Randia armata subsp. armata,Randia armata,1115268-2,77169376-1,Subspecies
2990,Gardenia verticillata,['es'],Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
2991,Gardenia volubilis,['en'],Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species
2992,Gardenia weissichii,['en'],Gardenia taitensis,Gardenia taitensis,751281-1,751281-1,Species
2993,Genipa arborea,['en'],Gardenia gummifera,Gardenia gummifera,751047-1,751047-1,Species
2994,Genipa barbata,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
2995,Genipa brasiliana,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
2996,Genipa brasiliensis,['en'],Genipa americana,Genipa americana,751331-1,751331-1,Species
2997,Genipa capensis,"['es', 'en']",Burchellia bubalina,Burchellia bubalina,745198-1,745198-1,Species
2998,Genipa caruto,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
2999,Genipa codonocalyx,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3000,Genipa excelsa,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3001,Genipa grandiflora,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
3002,Genipa grandifolia,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3003,Genipa humilis,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3004,Genipa malleifera,['es'],Rothmannia whitfieldii,Rothmannia whitfieldii,765164-1,765164-1,Species
3005,Genipa oblongifolia,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3006,Genipa oleosa,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3007,Genipa pubescens,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3008,Genipa radicans,"['es', 'en']",Gardenia jasminoides,Gardenia jasminoides,751073-1,751073-1,Species
3009,Genipa rothmannia,"['es', 'en']",Rothmannia capensis,Rothmannia capensis,765117-1,765117-1,Species
3010,Genipa venosa,"['es', 'en']",Genipa americana,Genipa americana,751331-1,751331-1,Species
3011,Gomozia americana,['es'],Nertera granadensis var. granadensis,Nertera granadensis,757486-1,77167975-1,Variety
3012,Griffithia latifolia,['es'],Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
3013,Guettarda jasminiflora,['es'],Alangium chinense,Alangium chinense,58133-1,58133-1,Species
3014,Guettarda ochreata,"['en', 'fr']",Guettarda crispiflora subsp. sabiceoides,Guettarda crispiflora,114510-2,1020642-1,Subspecies
3015,Gynopachis attenuata,['es'],Aidia densiflora,Aidia densiflora,742958-1,742958-1,Species
3016,Gynopachis oblongata,['es'],Aidia densiflora,Aidia densiflora,742958-1,742958-1,Species
3017,Habroneuron mexicanum,['es'],Habroneuron radicans,Habroneuron radicans,116772-2,116772-2,Species
3018,Hallea ciliata,['es'],Mitragyna ledermannii,Mitragyna ledermannii,756298-1,756298-1,Species
3019,Hamelia brachystemon,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3020,Hamelia brittoniana,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3021,Hamelia coccinea,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3022,Hamelia corymbosa,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3023,Hamelia erecta,"['es', 'en']",Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3024,Hamelia intermedia,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3025,Hamelia lanuginosa,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3026,Hamelia latifolia,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3027,Hamelia nodosa,"['es', 'en']",Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3028,Hamelia pedicellata,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3029,Hamelia sphaerocarpa,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3030,Hamelia suaveolens,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3031,Hamelia tubiflora,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3032,Hamelia verticillata,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3033,Hamelia viridifolia,['es'],Hamelia patens,Hamelia patens,752194-1,752194-1,Species
3034,Hamiltonia dulina,['es'],Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
3035,Hamiltonia mysorensis,['es'],Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
3036,Hamiltonia propinqua,['es'],Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
3037,Hamiltonia scabra,['es'],Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
3038,Hamiltonia spectabilis,['es'],Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
3039,Hamiltonia suaveolens,['es'],Leptodermis lanceolata,Leptodermis lanceolata,755280-1,755280-1,Species
3040,Hedyotis albidopunctata,['fr'],Leptopetalum strigulosum,Leptopetalum strigulosum,77147294-1,77147294-1,Species
3041,Hedyotis assimilis,['zh'],Hedyotis matthewii,Hedyotis matthewii,752656-1,752656-1,Species
3042,Hedyotis auricularia,['zh'],Edrastima uniflora,Edrastima uniflora,60467434-2,60467434-2,Species
3043,Hedyotis australis,['en'],Houstonia micrantha,Houstonia micrantha,124300-2,124300-2,Species
3044,Hedyotis biflora,"['en', 'fr', 'zh']",Oldenlandia corymbosa var. corymbosa,Oldenlandia corymbosa,757791-1,168648-3,Variety
3045,Hedyotis bodinieri,['zh'],Hedyotis loganioides,Hedyotis loganioides,752624-1,752624-1,Species
3046,Hedyotis brachiata,['es'],Oldenlandia attenuata,Oldenlandia attenuata,20008434-1,20008434-1,Species
3047,Hedyotis brachypoda,['zh'],Scleromitrion diffusum,Scleromitrion diffusum,77144472-1,77144472-1,Species
3048,Hedyotis caerulea,"['es', 'en']",Exallage cristata,Exallage cristata,77203407-1,77203407-1,Species
3049,Hedyotis calycosa,['es'],Houstonia purpurea var. calycosa,Houstonia purpurea,124319-2,118415-2,Variety
3050,Hedyotis caroliniana,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3051,Hedyotis chiloensis,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3052,Hedyotis ciliolata,['es'],Oldenlandia ciliolata,Oldenlandia ciliolata,757769-1,757769-1,Species
3053,Hedyotis consanguinea,['zh'],Hedyotis lancea,Hedyotis lancea,752587-1,752587-1,Species
3054,Hedyotis corymbosa,['zh'],Hedyotis pruinosa,Hedyotis pruinosa,752785-1,752785-1,Species
3055,Hedyotis costata,['zh'],Exallage cristata,Exallage cristata,77203407-1,77203407-1,Species
3056,Hedyotis diffusa,"['en', 'it', 'zh']",Oldenlandia herbacea var. herbacea,Oldenlandia herbacea,757892-1,77172088-1,Variety
3057,Hedyotis frankii,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3058,Hedyotis gentianoides,['es'],Houstonia caerulea,Houstonia caerulea,278288-2,278288-2,Species
3059,Hedyotis inconspicua,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3060,Hedyotis indica,['es'],Oldenlandia umbellata,Oldenlandia umbellata,758254-1,758254-1,Species
3061,Hedyotis lanceolata,['es'],Houstonia purpurea var. calycosa,Houstonia purpurea,124319-2,118415-2,Variety
3062,Hedyotis lawsoniae,['en'],Hedyotis lawsoniae,Hedyotis lawsoniae,752598-1,752598-1,Species
3063,Hedyotis linarifolia,['es'],Oldenlandia umbellata,Oldenlandia umbellata,758254-1,758254-1,Species
3064,Hedyotis lineata,['zh'],Exallage ulmifolia,Exallage ulmifolia,748884-1,748884-1,Species
3065,Hedyotis longifolia,['es'],Oldenlandia longifolia,Oldenlandia longifolia,757972-1,757972-1,Species
3066,Hedyotis mellii,['zh'],Hedyotis matthewii,Hedyotis matthewii,752656-1,752656-1,Species
3067,Hedyotis muscosa,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3068,Hedyotis perpusilla,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3069,Hedyotis pilosa,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3070,Hedyotis puberula,['es'],Oldenlandia umbellata,Oldenlandia umbellata,758254-1,758254-1,Species
3071,Hedyotis purpurea,"['es', 'en']",Hedyotis purpurascens,Hedyotis purpurascens,752799-1,752799-1,Species
3072,Hedyotis rupestris,['es'],Rachicallis americana,Rachicallis americana,218871-2,218871-2,Species
3073,Hedyotis thesiifolia,['es'],Oldenlandia salzmannii,Oldenlandia salzmannii,1026122-2,1026122-2,Species
3074,Hedyotis umbellata,['es'],Oldenlandia umbellata,Oldenlandia umbellata,758254-1,758254-1,Species
3075,Hedyotis wightii,['es'],Oldenlandia umbellata,Oldenlandia umbellata,758254-1,758254-1,Species
3076,Heinsenia brownii,['es'],Heinsenia diervilleoides subsp. diervilleoides,Heinsenia diervilleoides,753016-1,77171966-1,Subspecies
3077,Heinsenia lujae,['es'],Heinsenia diervilleoides subsp. diervilleoides,Heinsenia diervilleoides,753016-1,77171966-1,Subspecies
3078,Heinsenia sylvestris,['es'],Heinsenia diervilleoides subsp. diervilleoides,Heinsenia diervilleoides,753016-1,77171966-1,Subspecies
3079,Heinsia capensis,['es'],Coddia rudis,Coddia rudis,908557-1,908557-1,Species
3080,Hoffmannia amicorum,['es'],Bikkia tetrandra,Bikkia tetrandra,744572-1,744572-1,Species
3081,Hoffmannia lineolata,['en'],Hoffmannia regalis,Hoffmannia regalis,753256-1,753256-1,Species
3082,Hoffmannia riparia,['en'],Hoffmannia regalis,Hoffmannia regalis,753256-1,753256-1,Species
3083,Houstonia angustifolia,['es'],Stenaria nigricans var. nigricans,Stenaria nigricans,1059364-2,77171903-1,Variety
3084,Houstonia coccinea,['es'],Bouvardia ternifolia,Bouvardia ternifolia,745109-1,745109-1,Species
3085,Houstonia faxonorum,['es'],Houstonia caerulea,Houstonia caerulea,278288-2,278288-2,Species
3086,Houstonia grandiflora,['es'],Houstonia caerulea,Houstonia caerulea,278288-2,278288-2,Species
3087,Houstonia humifusa,"['en', 'fr']",Houstonia humifusa,Houstonia humifusa,753348-1,753348-1,Species
3088,Houstonia latifolia,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3089,Houstonia linnaei,['es'],Houstonia caerulea,Houstonia caerulea,278288-2,278288-2,Species
3090,Houstonia pubescens,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3091,Houstonia pusilla,"['es', 'en', 'fr']",Houstonia pusilla,Houstonia pusilla,30115995-2,30115995-2,Species
3092,Houstonia pygmaea,['en'],Houstonia rosea,Houstonia rosea,278300-2,278300-2,Species
3093,Houstonia rigidiuscula,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3094,Houstonia rupestris,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3095,Houstonia serpyllifolia,"['es', 'en', 'fr']",Houstonia serpyllifolia,Houstonia serpyllifolia,753392-1,753392-1,Species
3096,Houstonia umbellata,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3097,Houstonia varians,['es'],Houstonia purpurea var. purpurea,Houstonia purpurea,124319-2,77169748-1,Variety
3098,Howardia grandiflora,['es'],Pogonopus speciosus,Pogonopus speciosus,204802-2,204802-2,Species
3099,Hydnophytum formicarum,['en'],Hydnophytum formicarum,Hydnophytum formicarum,753446-1,753446-1,Species
3100,Hymenodictyon excelsum,['en'],Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
3101,Hymenodictyon rheedei,['en'],Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
3102,Hymenodictyon thyrsiflorum,['en'],Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
3103,Hymenodictyon utile,['en'],Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
3104,Ipecacuanha officinalis,['es'],Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,1214950-2,Species
3105,Ixora alternifolia,['es'],,,,,
3106,Ixora americana,['es'],Faramea occidentalis,Faramea occidentalis,1187456-2,1187456-2,Species
3107,Ixora asteriscus,['es'],Nichallea soyauxii,Nichallea soyauxii,757524-1,757524-1,Species
3108,Ixora atrata,['es'],Nichallea soyauxii,Nichallea soyauxii,757524-1,757524-1,Species
3109,Ixora blanda,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3110,Ixora caffra,['es'],Pavetta capensis subsp. capensis,Pavetta capensis,759595-1,77169024-1,Subspecies
3111,Ixora coccinea,"['es', 'en']",Ixora coccinea,Ixora coccinea,753844-1,753844-1,Species
3112,Ixora crocata,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3113,Ixora debilis,['es'],Duperrea pavettifolia,Duperrea pavettifolia,748653-1,748653-1,Species
3114,Ixora degemensis,['en'],Ixora euosmia,Ixora euosmia,753943-1,753943-1,Species
3115,Ixora denticulata,['es'],Ixora finlaysoniana,Ixora finlaysoniana,753956-1,753956-1,Species
3116,Ixora dubia,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3117,Ixora escalerae,['es'],Raritebe palicoureoides subsp. palicoureoides,Raritebe palicoureoides,217852-2,77171164-1,Subspecies
3118,Ixora findlayana,['es'],Ixora finlaysoniana,Ixora finlaysoniana,753956-1,753956-1,Species
3119,Ixora flammea,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3120,Ixora fulgens,['zh'],Ixora longifolia,Ixora longifolia,754143-1,754143-1,Species
3121,Ixora gracilis,['zh'],Ixora longipes,Ixora longipes,754148-1,754148-1,Species
3122,Ixora incarnata,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3123,Ixora kroneana,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3124,Ixora manila,"['es', 'en']",Scyphiphora hydrophylacea,Scyphiphora hydrophylacea,73566-3,73566-3,Species
3125,Ixora odorata,"['es', 'en']",Ixora hookeri,Ixora hookeri,754042-1,754042-1,Species
3126,Ixora pallida,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3127,Ixora rosea,['es'],Ixora nematopoda,Ixora nematopoda,754248-1,754248-1,Species
3128,Ixora speciosa,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3129,Ixora stricta,['es'],Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
3130,Ixora ternifolia,['es'],Pavetta ternifolia,Pavetta ternifolia,77177367-1,77177367-1,Species
3131,Ixora thomsonii,['es'],Nichallea soyauxii,Nichallea soyauxii,757524-1,757524-1,Species
3132,Ixora thyrsifolia,['es'],Pavetta capensis subsp. capensis,Pavetta capensis,759595-1,77169024-1,Subspecies
3133,Ixora ulei,['en'],Ixora sparsifolia,Ixora sparsifolia,130865-2,130865-2,Species
3134,Ixora umbellata,['en'],Ixora umbellata,Ixora umbellata,754541-1,754541-1,Species
3135,Knoxia corymbosa,['zh'],Knoxia sumatrensis,Knoxia sumatrensis,754689-1,754689-1,Species
3136,Knoxia mollis,['zh'],Knoxia sumatrensis,Knoxia sumatrensis,754689-1,754689-1,Species
3137,Knoxia valerianoides,['zh'],Knoxia roxburghii subsp. brunonis,Knoxia roxburghii,754683-1,924291-1,Subspecies
