,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
768,914064-1,Guettardella inconspicua,Guettardella inconspicua,914064-1,Species,,['MPNS']
769,98158-1,Gymnema decaisneanum,Gymnema decaisneanum,98158-1,Species,,['MPNS']
770,98165-1,Gymnema foetidum,Gymnema foetidum,98165-1,Species,,['MPNS']
771,98176-1,Gymnema inodorum,Gymnema inodorum,98176-1,Species,,['MPNS']
772,98182-1,Gymnema latifolium,Gymnema latifolium,98182-1,Species,,['MPNS']
773,98186-1,Gymnema longiretinaculatum,Gymnema longiretinaculatum,98186-1,Species,,['MPNS']
774,98198-1,Gymnema montanum,Gymnema montanum,98198-1,Species,,['MPNS']
775,60454719-2,Gymnema sylvestre,Gymnema sylvestre,60454719-2,Species,,['MPNS']
776,98238-1,Gymnema yunnanense,Gymnema yunnanense,98238-1,Species,,['MPNS']
777,77117548-1,Gynochthodes cochinchinensis,Gynochthodes cochinchinensis,77117548-1,Species,,['MPNS']
778,752119-1,Gynochthodes coriacea,Gynochthodes coriacea,752119-1,Species,,['MPNS']
779,77117592-1,Gynochthodes officinalis,Gynochthodes officinalis,77117592-1,Species,,['MPNS']
780,77117594-1,Gynochthodes parvifolia,Gynochthodes parvifolia,77117594-1,Species,,['MPNS']
781,77117618-1,Gynochthodes umbellata,Gynochthodes umbellata,77117618-1,Species,,['MPNS']
782,117176-2,Hamelia axillaris,Hamelia axillaris,117176-2,Species,,"['MPNS', 'Manual']"
783,117178-2,Hamelia barbata,Hamelia barbata,117178-2,Species,,['MPNS']
784,117196-2,Hamelia longipes,Hamelia longipes,117196-2,Species,,['MPNS']
785,752199-1,Hamelia rostrata,Hamelia rostrata,752199-1,Species,,['MPNS']
786,117210-2,Hamelia rovirosae,Hamelia rovirosae,117210-2,Species,,['MPNS']
787,328991-2,Hancornia speciosa,Hancornia speciosa,328991-2,Species,,['MPNS']
788,79244-1,Haplophyton cimicidum,Haplophyton cimicidum,79244-1,Species,,['MPNS']
789,117868-2,Haplophyton crooksii,Haplophyton crooksii,117868-2,Species,,['MPNS']
790,752239-1,Hedyotis acutangula,Hedyotis acutangula,752239-1,Species,,['MPNS']
791,752247-1,Hedyotis albonerva,Hedyotis albonerva,752247-1,Species,,['MPNS']
792,60459245-2,Hedyotis articularis,Hedyotis articularis,60459245-2,Species,,['MPNS']
793,752462-1,Hedyotis eualata,Hedyotis eualata,752462-1,Species,,['MPNS']
794,890376-1,Hedyotis eualata var. agastyamalayana,Hedyotis eualata,752462-1,Variety,,['MPNS']
795,752486-1,Hedyotis fruticosa,Hedyotis fruticosa,752486-1,Species,,['MPNS']
796,752587-1,Hedyotis lancea,Hedyotis lancea,752587-1,Species,,['MPNS']
797,752701-1,Hedyotis neesiana,Hedyotis neesiana,752701-1,Species,,['MPNS']
798,752754-1,Hedyotis philippensis,Hedyotis philippensis,752754-1,Species,,['MPNS']
799,752783-1,Hedyotis prostrata,Hedyotis prostrata,752783-1,Species,,['MPNS']
800,752785-1,Hedyotis pruinosa,Hedyotis pruinosa,752785-1,Species,,['MPNS']
801,752838-1,Hedyotis rigida,Hedyotis rigida,752838-1,Species,,['MPNS']
802,752955-1,Hedyotis travancorica,Hedyotis travancorica,752955-1,Species,,['MPNS']
803,752971-1,Hedyotis uncinella,Hedyotis uncinella,752971-1,Species,,['MPNS']
804,753022-1,Heinsia crinita,Heinsia crinita,753022-1,Species,,['MPNS']
805,77172235-1,Heinsia crinita subsp. crinita,Heinsia crinita,753022-1,Subspecies,,['MPNS']
806,890378-1,Heinsia crinita subsp. parviflora,Heinsia crinita,753022-1,Subspecies,,['MPNS']
807,753027-1,Heinsia myrmoecia,Heinsia myrmoecia,753027-1,Species,,['MPNS']
808,753035-1,Hekistocarpa minutiflora,Hekistocarpa minutiflora,753035-1,Species,,['MPNS']
809,60443873-2,Hemidesmus indicus,Hemidesmus indicus,60443873-2,Species,,['MPNS']
810,753052-1,Heterophyllaea pustulata,Heterophyllaea pustulata,753052-1,Species,,['MPNS']
811,98274-1,Heterostemma alatum,Heterostemma alatum,98274-1,Species,,['MPNS']
812,98280-1,Heterostemma cuspidatum,Heterostemma cuspidatum,98280-1,Species,,['MPNS']
813,947053-1,Heterostemma deccanense,Heterostemma deccanense,947053-1,Species,,['MPNS']
814,98282-1,Heterostemma esquirolii,Heterostemma esquirolii,98282-1,Species,,['MPNS']
815,98294-1,Heterostemma oblongifolium,Heterostemma oblongifolium,98294-1,Species,,['MPNS']
816,98296-1,Heterostemma piperifolium,Heterostemma piperifolium,98296-1,Species,,['MPNS']
817,98304-1,Heterostemma tanjorense,Heterostemma tanjorense,98304-1,Species,,['MPNS']
818,77154343-1,Hexasepalum sarmentosum,Hexasepalum sarmentosum,77154343-1,Species,,['MPNS']
819,77154344-1,Hexasepalum scandens,Hexasepalum scandens,77154344-1,Species,,['MPNS']
820,77154345-1,Hexasepalum serrulatum,Hexasepalum serrulatum,77154345-1,Species,,['MPNS']
821,77157263-1,Hexasepalum vaginale,Hexasepalum vaginale,77157263-1,Species,,['MPNS']
822,122668-2,Hillia macrophylla,Hillia macrophylla,122668-2,Species,,['MPNS']
823,753117-1,Himalrandia tetrasperma,Himalrandia tetrasperma,753117-1,Species,,['MPNS']
824,122688-2,Himatanthus articulatus,Himatanthus articulatus,122688-2,Species,,"['MPNS', 'Manual']"
825,122690-2,Himatanthus bracteatus,Himatanthus bracteatus,122690-2,Species,,"['MPNS', 'Manual']"
826,962260-1,Himatanthus drasticus,Himatanthus drasticus,962260-1,Species,,['MPNS']
827,122695-2,Himatanthus phagedaenicus,Himatanthus phagedaenicus,122695-2,Species,,['MPNS']
828,77136056-1,Himatanthus revolutus,Himatanthus revolutus,77136056-1,Species,,"['MPNS', 'Manual']"
829,962262-1,Himatanthus tarapotensis,Himatanthus tarapotensis,962262-1,Species,,"['MPNS', 'Manual']"
830,122717-2,Hintonia latiflora,Hintonia latiflora,122717-2,Species,,"['MPNS', 'Manual']"
831,122722-2,Hintonia standleyana,Hintonia standleyana,122722-2,Species,,['MPNS']
832,753195-1,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,753195-1,Species,,['MPNS']
833,79297-1,Holarrhena curtisii,Holarrhena curtisii,79297-1,Species,,['MPNS']
834,79302-1,Holarrhena floribunda,Holarrhena floribunda,79302-1,Species,,"['MPNS', 'Manual']"
835,79311-1,Holarrhena mitis,Holarrhena mitis,79311-1,Species,,['MPNS']
836,79318-1,Holarrhena pubescens,Holarrhena pubescens,79318-1,Species,,"['MPNS', 'Manual']"
837,98337-1,Hoodia currorii,Hoodia currorii,98337-1,Species,,['MPNS']
838,973590-1,Hoodia currorii subsp. lugardii,Hoodia currorii,98337-1,Subspecies,,['MPNS']
839,964735-1,Hoodia officinalis,Hoodia officinalis,964735-1,Species,,['MPNS']
840,964736-1,Hoodia pedicellata,Hoodia pedicellata,964736-1,Species,,['MPNS']
841,964737-1,Hoodia pilifera,Hoodia pilifera,964737-1,Species,,['MPNS']
842,973594-1,Hoodia pilifera subsp. pillansii,Hoodia pilifera,964737-1,Subspecies,,['MPNS']
843,278288-2,Houstonia caerulea,Houstonia caerulea,278288-2,Species,,['MPNS']
844,278294-2,Houstonia longifolia,Houstonia longifolia,278294-2,Species,,['MPNS']
845,753385-1,Houstonia rubra,Houstonia rubra,753385-1,Species,,['MPNS']
846,309544-2,Houstonia wrightii,Houstonia wrightii,309544-2,Species,,['MPNS']
847,98369-1,Hoya alexicaca,Hoya alexicaca,98369-1,Species,,['MPNS']
848,98375-1,Hoya anulata,Hoya anulata,98375-1,Species,,['MPNS']
849,98382-1,Hoya australis,Hoya australis,98382-1,Species,,['MPNS']
850,77094311-1,Hoya australis subsp. melanesica,Hoya australis,98382-1,Subspecies,,['MPNS']
851,107308-3,Hoya carnosa,Hoya carnosa,107308-3,Species,,['MPNS']
852,98409-1,Hoya caudata,Hoya caudata,98409-1,Species,,['MPNS']
853,982437-1,Hoya chinghungensis,Hoya chinghungensis,982437-1,Species,,['MPNS']
854,98425-1,Hoya coriacea,Hoya coriacea,98425-1,Species,,['MPNS']
855,98429-1,Hoya coronaria,Hoya coronaria,98429-1,Species,,['MPNS']
856,98444-1,Hoya diptera,Hoya diptera,98444-1,Species,,['MPNS']
857,98446-1,Hoya diversifolia,Hoya diversifolia,98446-1,Species,,['MPNS']
858,98473-1,Hoya fungii,Hoya fungii,98473-1,Species,,['MPNS']
859,98480-1,Hoya globulosa,Hoya globulosa,98480-1,Species,,['MPNS']
860,98488-1,Hoya griffithii,Hoya griffithii,98488-1,Species,,['MPNS']
861,98501-1,Hoya imbricata,Hoya imbricata,98501-1,Species,,['MPNS']
862,98512-1,Hoya kerrii,Hoya kerrii,98512-1,Species,,['MPNS']
863,98519-1,Hoya lacunosa,Hoya lacunosa,98519-1,Species,,['MPNS']
864,98524-1,Hoya lanceolata,Hoya lanceolata,98524-1,Species,,['MPNS']
865,98528-1,Hoya latifolia,Hoya latifolia,98528-1,Species,,['MPNS']
866,98538-1,Hoya limoniaca,Hoya limoniaca,98538-1,Species,,['MPNS']
867,98548-1,Hoya lyi,Hoya lyi,98548-1,Species,,['MPNS']
868,98577-1,Hoya multiflora,Hoya multiflora,98577-1,Species,,['MPNS']
869,98579-1,Hoya neocaledonica,Hoya neocaledonica,98579-1,Species,,['MPNS']
870,98606-1,Hoya ovalifolia,Hoya ovalifolia,98606-1,Species,,['MPNS']
871,98615-1,Hoya pandurata,Hoya pandurata,98615-1,Species,,['MPNS']
872,98623-1,Hoya pauciflora,Hoya pauciflora,98623-1,Species,,['MPNS']
873,98669-1,Hoya reticulata,Hoya reticulata,98669-1,Species,,['MPNS']
874,98683-1,Hoya rumphii,Hoya rumphii,98683-1,Species,,['MPNS']
875,98706-1,Hoya sussuela,Hoya sussuela,98706-1,Species,,['MPNS']
876,98729-1,Hoya verticillata,Hoya verticillata,98729-1,Species,,['MPNS']
877,77173117-1,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,Variety,,['MPNS']
878,98740-1,Hoya wightii,Hoya wightii,98740-1,Species,,['MPNS']
879,98742-1,Hoya yuennanensis,Hoya yuennanensis,98742-1,Species,,['MPNS']
880,98774-1,Huernia hystrix,Huernia hystrix,98774-1,Species,,['MPNS']
881,98798-1,Huernia pendula,Huernia pendula,98798-1,Species,,['MPNS']
882,98817-1,Huernia stapelioides,Huernia stapelioides,98817-1,Species,,['MPNS']
883,98833-1,Huernia zebrina,Huernia zebrina,98833-1,Species,,['MPNS']
884,79339-1,Hunteria ballayi,Hunteria ballayi,79339-1,Species,,['MPNS']
885,79342-1,Hunteria congolana,Hunteria congolana,79342-1,Species,,['MPNS']
886,79356-1,Hunteria ghanensis,Hunteria ghanensis,79356-1,Species,,['MPNS']
887,79368-1,Hunteria umbellata,Hunteria umbellata,79368-1,Species,,"['MPNS', 'Manual']"
888,79369-1,Hunteria zeylanica,Hunteria zeylanica,79369-1,Species,,['MPNS']
889,753446-1,Hydnophytum formicarum,Hydnophytum formicarum,753446-1,Species,,['MPNS']
890,753519-1,Hydrophylax maritima,Hydrophylax maritima,753519-1,Species,,['MPNS']
891,753530-1,Hymenocoleus libericus,Hymenocoleus libericus,753530-1,Species,,['MPNS']
892,753550-1,Hymenodictyon floribundum,Hymenodictyon floribundum,753550-1,Species,,['MPNS']
893,753560-1,Hymenodictyon obovatum,Hymenodictyon obovatum,753560-1,Species,,['MPNS']
894,910769-1,Hymenodictyon orixense,Hymenodictyon orixense,910769-1,Species,,"['MPNS', 'Manual']"
895,753565-1,Hymenodictyon parvifolium,Hymenodictyon parvifolium,753565-1,Species,,['MPNS']
896,753572-1,Hymenodictyon timoranum,Hymenodictyon timoranum,753572-1,Species,,['MPNS']
897,915081-1,Hyperacanthus amoenus,Hyperacanthus amoenus,915081-1,Species,,['MPNS']
898,753597-1,Hypobathrum microcarpum,Hypobathrum microcarpum,753597-1,Species,,['MPNS']
899,753603-1,Hypobathrum racemosum,Hypobathrum racemosum,753603-1,Species,,['MPNS']
900,946927-1,Hypobathrum venulosum,Hypobathrum venulosum,946927-1,Species,,['MPNS']
901,753615-1,Hyptianthera stricta,Hyptianthera stricta,753615-1,Species,,['MPNS']
902,79384-1,Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,Species,,"['MPNS', 'Manual']"
903,753635-1,Isertia hypoleuca,Isertia hypoleuca,753635-1,Species,,"['MPNS', 'Manual']"
904,278894-2,Isertia rosea,Isertia rosea,278894-2,Species,,['MPNS']
905,79412-1,Isonema smeathmannii,Isonema smeathmannii,79412-1,Species,,['MPNS']
906,753690-1,Ixora alba,Ixora alba,753690-1,Species,,['MPNS']
907,753703-1,Ixora amplexicaulis,Ixora amplexicaulis,753703-1,Species,,['MPNS']
908,753776-1,Ixora brachypoda,Ixora brachypoda,753776-1,Species,,['MPNS']
909,753793-1,Ixora brunnescens,Ixora brunnescens,753793-1,Species,,['MPNS']
910,753825-1,Ixora casei,Ixora casei,753825-1,Species,,['MPNS']
911,753830-1,Ixora cephalophora,Ixora cephalophora,753830-1,Species,,['MPNS']
912,753834-1,Ixora chinensis,Ixora chinensis,753834-1,Species,,['MPNS']
913,753844-1,Ixora coccinea,Ixora coccinea,753844-1,Species,,['MPNS']
914,77169515-1,Ixora coccinea var. coccinea,Ixora coccinea,753844-1,Variety,,['MPNS']
915,60469129-2,Ixora concinna,Ixora concinna,60469129-2,Species,,['MPNS']
916,753858-1,Ixora congesta,Ixora congesta,753858-1,Species,,['MPNS']
917,753882-1,Ixora cuneifolia,Ixora cuneifolia,753882-1,Species,,['MPNS']
918,753902-1,Ixora densiflora,Ixora densiflora,753902-1,Species,,['MPNS']
919,753956-1,Ixora finlaysoniana,Ixora finlaysoniana,753956-1,Species,,['MPNS']
920,753961-1,Ixora flavescens,Ixora flavescens,753961-1,Species,,['MPNS']
921,754011-1,Ixora grandifolia,Ixora grandifolia,754011-1,Species,,['MPNS']
922,754072-1,Ixora javanica,Ixora javanica,754072-1,Species,,['MPNS']
923,754117-1,Ixora laxiflora,Ixora laxiflora,754117-1,Species,,['MPNS']
924,77169752-1,Ixora laxiflora var. laxiflora,Ixora laxiflora,754117-1,Variety,,['MPNS']
925,754137-1,Ixora lobbii,Ixora lobbii,754137-1,Species,,['MPNS']
926,754143-1,Ixora longifolia,Ixora longifolia,754143-1,Species,,['MPNS']
927,754161-1,Ixora macrantha,Ixora macrantha,754161-1,Species,,['MPNS']
928,60459342-2,Ixora macrothyrsa,Ixora macrothyrsa,60459342-2,Species,,['MPNS']
929,754231-1,Ixora muelleri,Ixora muelleri,754231-1,Species,,['MPNS']
930,754259-1,Ixora nigricans,Ixora nigricans,754259-1,Species,,['MPNS']
931,754267-1,Ixora notoniana,Ixora notoniana,754267-1,Species,,['MPNS']
932,754326-1,Ixora pavetta,Ixora pavetta,754326-1,Species,,['MPNS']
933,754349-1,Ixora polyantha,Ixora polyantha,754349-1,Species,,['MPNS']
934,754487-1,Ixora subsessilis,Ixora subsessilis,754487-1,Species,,['MPNS']
935,754516-1,Ixora thwaitesii,Ixora thwaitesii,754516-1,Species,,['MPNS']
936,754544-1,Ixora undulata,Ixora undulata,754544-1,Species,,['MPNS']
937,754569-1,Ixora vitiensis,Ixora vitiensis,754569-1,Species,,['MPNS']
938,754594-1,Jackiopsis ornata,Jackiopsis ornata,754594-1,Species,,['MPNS']
939,982440-1,Jasminanthes chunii,Jasminanthes chunii,982440-1,Species,,['MPNS']
940,982441-1,Jasminanthes mucronata,Jasminanthes mucronata,982441-1,Species,,['MPNS']
941,754601-1,Joosia dichotoma,Joosia dichotoma,754601-1,Species,,"['MPNS', 'Manual']"
942,942329-1,Kamettia caryophyllata,Kamettia caryophyllata,942329-1,Species,,['MPNS']
943,98887-1,Kanahia laniflora,Kanahia laniflora,98887-1,Species,,['MPNS']
944,943145-1,Keetia cornelia,Keetia cornelia,943145-1,Species,,['MPNS']
945,943137-1,Keetia gueinzii,Keetia gueinzii,943137-1,Species,,['MPNS']
946,943147-1,Keetia hispida,Keetia hispida,943147-1,Species,,"['MPNS', 'Manual']"
947,943149-1,Keetia leucantha,Keetia leucantha,943149-1,Species,,"['MPNS', 'Manual']"
948,943151-1,Keetia multiflora,Keetia multiflora,943151-1,Species,,['MPNS']
949,943138-1,Keetia venosa,Keetia venosa,943138-1,Species,,['MPNS']
950,943140-1,Keetia zanzibarica,Keetia zanzibarica,943140-1,Species,,"['MPNS', 'Manual']"
951,754653-1,Kelloggia chinensis,Kelloggia chinensis,754653-1,Species,,['MPNS']
952,79447-1,Kibatalia arborea,Kibatalia arborea,79447-1,Species,,['MPNS']
953,79448-1,Kibatalia blancoi,Kibatalia blancoi,79448-1,Species,,['MPNS']
954,79454-1,Kibatalia gitingensis,Kibatalia gitingensis,79454-1,Species,,['MPNS']
955,79456-1,Kibatalia laurifolia,Kibatalia laurifolia,79456-1,Species,,['MPNS']
956,79460-1,Kibatalia macrophylla,Kibatalia macrophylla,79460-1,Species,,['MPNS']
957,79461-1,Kibatalia maingayi,Kibatalia maingayi,79461-1,Species,,['MPNS']
958,60477826-2,Knoxia hookeri,Knoxia hookeri,60477826-2,Species,,['MPNS']
959,754683-1,Knoxia roxburghii,Knoxia roxburghii,754683-1,Species,,['MPNS']
960,924291-1,Knoxia roxburghii subsp. brunonis,Knoxia roxburghii,754683-1,Subspecies,,['MPNS']
961,754689-1,Knoxia sumatrensis,Knoxia sumatrensis,754689-1,Species,,['MPNS']
962,754701-1,Knoxia wightiana,Knoxia wightiana,754701-1,Species,,['MPNS']
963,754702-1,Knoxia zeylanica,Knoxia zeylanica,754702-1,Species,,['MPNS']
964,754704-1,Kohautia amatymbica,Kohautia amatymbica,754704-1,Species,,['MPNS']
965,754706-1,Kohautia angolensis,Kohautia angolensis,754706-1,Species,,['MPNS']
966,754713-1,Kohautia caespitosa,Kohautia caespitosa,754713-1,Species,,['MPNS']
967,77170114-1,Kohautia caespitosa subsp. caespitosa,Kohautia caespitosa,754713-1,Subspecies,,['MPNS']
968,754725-1,Kohautia gracilis,Kohautia gracilis,754725-1,Species,,['MPNS']
969,754727-1,Kohautia grandiflora,Kohautia grandiflora,754727-1,Species,,['MPNS']
970,754765-1,Kohautia tenuis,Kohautia tenuis,754765-1,Species,,['MPNS']
971,79490-1,Kopsia arborea,Kopsia arborea,79490-1,Species,,['MPNS']
972,79496-1,Kopsia flavida,Kopsia flavida,79496-1,Species,,['MPNS']
973,79497-1,Kopsia fruticosa,Kopsia fruticosa,79497-1,Species,,"['MPNS', 'Manual']"
974,79500-1,Kopsia hainanensis,Kopsia hainanensis,79500-1,Species,,['MPNS']
975,60436658-2,Kopsia larutensis,Kopsia larutensis,60436658-2,Species,,['MPNS']
976,79511-1,Kopsia macrophylla,Kopsia macrophylla,79511-1,Species,,['MPNS']
977,754778-1,Kraussia floribunda,Kraussia floribunda,754778-1,Species,,['MPNS']
978,134481-2,Lacmellea aculeata,Lacmellea aculeata,134481-2,Species,,['MPNS']
979,79551-1,Lacmellea edulis,Lacmellea edulis,79551-1,Species,,['MPNS']
980,134501-2,Lacmellea peruviana,Lacmellea peruviana,134501-2,Species,,['MPNS']
981,134507-2,Lacmellea standleyi,Lacmellea standleyi,134507-2,Species,,['MPNS']
982,134508-2,Lacmellea utilis,Lacmellea utilis,134508-2,Species,,['MPNS']
983,754805-1,Ladenbergia acutifolia,Ladenbergia acutifolia,754805-1,Species,,['MPNS']
984,134590-2,Ladenbergia amazonensis,Ladenbergia amazonensis,134590-2,Species,,"['MPNS', 'Manual']"
985,134593-2,Ladenbergia bullata,Ladenbergia bullata,134593-2,Species,,['MPNS']
986,754813-1,Ladenbergia carua,Ladenbergia carua,754813-1,Species,,"['MPNS', 'Manual']"
987,754818-1,Ladenbergia cujabensis,Ladenbergia cujabensis,754818-1,Species,,"['MPNS', 'Manual']"
988,754828-1,Ladenbergia hexandra,Ladenbergia hexandra,754828-1,Species,,"['MPNS', 'Manual']"
989,754830-1,Ladenbergia lambertiana,Ladenbergia lambertiana,754830-1,Species,,"['MPNS', 'Manual']"
990,134618-2,Ladenbergia riveroana,Ladenbergia riveroana,134618-2,Species,,"['MPNS', 'Manual']"
991,79582-1,Landolphia buchananii,Landolphia buchananii,79582-1,Species,,"['MPNS', 'Manual']"
992,79586-1,Landolphia camptoloba,Landolphia camptoloba,79586-1,Species,,['MPNS']
993,79607-1,Landolphia dulcis,Landolphia dulcis,79607-1,Species,,['MPNS']
994,79616-1,Landolphia foretiana,Landolphia foretiana,79616-1,Species,,['MPNS']
995,79625-1,Landolphia gummifera,Landolphia gummifera,79625-1,Species,,['MPNS']
996,79629-1,Landolphia heudelotii,Landolphia heudelotii,79629-1,Species,,['MPNS']
997,79630-1,Landolphia hirsuta,Landolphia hirsuta,79630-1,Species,,['MPNS']
998,969158-1,Landolphia incerta,Landolphia incerta,969158-1,Species,,['MPNS']
999,79637-1,Landolphia kirkii,Landolphia kirkii,79637-1,Species,,['MPNS']
1000,79639-1,Landolphia lanceolata,Landolphia lanceolata,79639-1,Species,,"['MPNS', 'Manual']"
1001,79667-1,Landolphia myrtifolia,Landolphia myrtifolia,79667-1,Species,,['MPNS']
1002,79672-1,Landolphia owariensis,Landolphia owariensis,79672-1,Species,,"['MPNS', 'Manual']"
1003,79690-1,Landolphia rufescens,Landolphia rufescens,79690-1,Species,,['MPNS']
1004,79701-1,Landolphia subrepanda,Landolphia subrepanda,79701-1,Species,,['MPNS']
1005,995322-1,Larryleachia marlothii,Larryleachia marlothii,995322-1,Species,,['MPNS']
1006,754885-1,Lasianthus attenuatus,Lasianthus attenuatus,754885-1,Species,,['MPNS']
1007,754918-1,Lasianthus chinensis,Lasianthus chinensis,754918-1,Species,,['MPNS']
1008,754921-1,Lasianthus chrysoneurus,Lasianthus chrysoneurus,754921-1,Species,,['MPNS']
1009,754942-1,Lasianthus curtisii,Lasianthus curtisii,754942-1,Species,,['MPNS']
1010,754945-1,Lasianthus cyanocarpus,Lasianthus cyanocarpus,754945-1,Species,,['MPNS']
1011,754958-1,Lasianthus filiformis,Lasianthus filiformis,754958-1,Species,,['MPNS']
1012,754990-1,Lasianthus hirsutus,Lasianthus hirsutus,754990-1,Species,,['MPNS']
1013,77170007-1,Lasianthus japonicus subsp. japonicus,Lasianthus japonicus,755003-1,Subspecies,,['MPNS']
1014,976386-1,Lasianthus japonicus subsp. longicaudus,Lasianthus japonicus,755003-1,Subspecies,,['MPNS']
1015,755006-1,Lasianthus kilimandscharicus,Lasianthus kilimandscharicus,755006-1,Species,,['MPNS']
1016,755064-1,Lasianthus oblongus,Lasianthus oblongus,755064-1,Species,,['MPNS']
1017,755066-1,Lasianthus obscurus,Lasianthus obscurus,755066-1,Species,,['MPNS']
1018,755101-1,Lasianthus reticulatus,Lasianthus reticulatus,755101-1,Species,,['MPNS']
