,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
9741,452514-1,Nepeta laevigata,Nepeta laevigata,452514-1,Species,,,,"Betonica laevigata D. Don,Nepeta spicata Wall. Ex Benth.",,,,,,,,['LITTOX']
9742,452683-1,Nepeta racemosa,Nepeta racemosa,452683-1,Species,,,,"Nepeta racemosa,Nepeta racemosa x Nepeta nepetella",,,,,,,,['LITTOX']
9743,452775-1,Nepeta tenuifolia,Nepeta tenuifolia,452775-1,Species,,,,Schizonepeta tenuifolia,,,,,,,,['LITTOX']
9744,452853-1,Ocimum × africanum,Ocimum × africanum,452853-1,Species,,,,Ocimum citriodorum,,,,,,,,['LITTOX']
9745,453239-1,Origanum dictamnus,Origanum dictamnus,453239-1,Species,,,,"Amaracus dictamnus,Origanum dictamnus",,,,,,,,['LITTOX']
9746,453303-1,Origanum majorana,Origanum majorana,453303-1,Species,,,,"Majorana hortensis,Origanum majorana,Origanum majorana v Origanum vulgare",,,,,,,,['LITTOX']
9747,453331-1,Origanum onites,Origanum onites,453331-1,Species,,,,Origanum onites,,,,,,,,['LITTOX']
9748,45334-2,Cardamine pratensis,Cardamine pratensis,45334-2,Species,,,,Cardamine pratensis,,,,,,,,['LITTOX']
9749,453375-1,Origanum syriacum,Origanum syriacum,453375-1,Species,,,,"Majorana syriaca,Origanum syriacum",,,,,,,,['LITTOX']
9750,453395-1,Origanum vulgare,Origanum vulgare,453395-1,Species,,,,"Origanum vulgare,Origanum vulgare L.,Origanum vulgare subsp. viride",,,,,,,,['LITTOX']
9751,45344-1,Anisotes sessiliflorus,Anisotes sessiliflorus,45344-1,Species,,,,Anisotes sessiliflorus,,,,,,,,['LITTOX']
9752,453446-1,Orthosiphon aristatus,Orthosiphon aristatus,453446-1,Species,,,,Orthosiphon aristatus,,,,,,,,['LITTOX']
9753,454109-1,Phlomis viscosa,Phlomis viscosa,454109-1,Species,,,,Phlomis viscosa,,,,,,,,['LITTOX']
9754,454245-1,Plectranthus ambiguus,Plectranthus ambiguus,454245-1,Species,,,,Plectranthus ambiguus (Bolus) Codd,,,,,,,,['LITTOX']
9755,454314-1,Plectranthus ciliatus,Plectranthus ciliatus,454314-1,Species,,,,"Plectranthus ciliatus E. Mey.,Plectranthus natalensis Bak.",,,,,,,,['LITTOX']
9756,454370-1,Plectranthus ecklonii,Plectranthus ecklonii,454370-1,Species,,,,Plectranthus ecklonii Benth.,,,,,,,,['LITTOX']
9757,454373-1,Plectranthus elegans,Plectranthus elegans,454373-1,Species,,,,Plectranthus elegans Britten,,,,,,,,['LITTOX']
9758,454404-1,Plectranthus fruticosus,Plectranthus fruticosus,454404-1,Species,,,,"Plectranthus fruticosus,Plectranthus fruticosus L'Her.",,,,,,,,['LITTOX']
9759,454422-1,Plectranthus grallatus,Plectranthus grallatus,454422-1,Species,,,,Plectranthus grallatus Briq.,,,,,,,,['LITTOX']
9760,454532-1,Plectranthus mandalensis,Plectranthus mandalensis,454532-1,Species,,,,Plectranthus mandalensis Baker,,,,,,,,['LITTOX']
9761,454600-1,Plectranthus oertendahlii,Plectranthus oertendahlii,454600-1,Species,,,,Plectranthus oertendahlii T.C.E.Fr.,,,,,,,,['LITTOX']
9762,454621-1,Plectranthus parvifolius,Plectranthus parvifolius,454621-1,Species,,,,Plectranthus parvifolius,,,,,,,,['LITTOX']
9763,454655-1,Plectranthus purpuratus,Plectranthus purpuratus,454655-1,Species,,,,Plectranthus purpuratus,,,,,,,,['LITTOX']
9764,454679-1,Plectranthus saccatus,Plectranthus saccatus,454679-1,Species,,,,Plectranthus saccatus Benth.,,,,,,,,['LITTOX']
9765,454727-1,Plectranthus strigosus,Plectranthus strigosus,454727-1,Species,,,,Plectranthus parviflorus (Poir.) Henckel,,,,,,,,['LITTOX']
9766,454770-1,Plectranthus verticillatus,Plectranthus verticillatus,454770-1,Species,,,,"Plectranthus nummularius Briq.,Plectranthus verticillatus Druce",,,,,,,,['LITTOX']
9767,454800-1,Plectranthus zuluensis,Plectranthus zuluensis,454800-1,Species,,,,Plectranthus zuluensis T. Cooke,,,,,,,,['LITTOX']
9768,454888-1,Pogostemon plectranthoides,Pogostemon plectranthoides,454888-1,Species,,,,Pogostemon plectranthoides Desf.,,,,,,,,['LITTOX']
9769,454926-1,Poliomintha incana,Poliomintha incana,454926-1,Species,,,,Poliomintha incana,,,,,,,,['LITTOX']
9770,455176-1,Prunella vulgaris,Prunella vulgaris,455176-1,Species,,,,"Prunella vulgaris,Prunella vulgaris L.",,,,,,,,['LITTOX']
9771,455219-1,Pycnanthemum incanum,Pycnanthemum incanum,455219-1,Species,,,,Pycnanthemum incanum,,,,,Pycnanthemum incanum,,,"['LITTOX', 'USDA(Duke)']"
9772,455489-1,Rhabdocaulon denudatum,Rhabdocaulon denudatum,455489-1,Species,,,,"Keithia denudata,Rhabdocaulon denudatus",,,,,,,,['LITTOX']
9773,455519-1,Roylea cinerea,Roylea cinerea,455519-1,Species,,,,"Ballota cinerea D.Don,Phlomis calycina (Roxb.) Btiguct.,Roylea cinerea (D.Don) Baillon",,,,,,,,['LITTOX']
9774,455581-1,Salvia aethiopis,Salvia aethiopis,455581-1,Species,,,,Salvia aethiopis,,,,,,,,['LITTOX']
9775,455727-1,Salvia azurea,Salvia azurea,455727-1,Species,,,,Salvia pitcheri,,,,,,,,['LITTOX']
9776,455871-1,Salvia canariensis,Salvia canariensis,455871-1,Species,,,,Salvia lanata Roxb.,,,,,,,,['LITTOX']
9777,455999-1,Salvia columbariae,Salvia columbariae,455999-1,Species,,,,Salvia columbariae,,,,,,,,['LITTOX']
9778,456098-1,Salvia dianthera,Salvia dianthera,456098-1,Species,,,,Meriandra bengalensis,,,,,,,,['LITTOX']
9779,456109-1,Salvia discolor,Salvia discolor,456109-1,Species,,,,Salvia discolor,,,,,,,,['LITTOX']
9780,456121-1,Salvia divinorum,Salvia divinorum,456121-1,Species,,,,Salvia divinorum,,,,,,,,['LITTOX']
9781,456162-1,Salvia elegans,Salvia elegans,456162-1,Species,,,,"Salvia elegans,Salvia rutilans",,,,,,,,['LITTOX']
9782,456204-1,Salvia farinacea,Salvia farinacea,456204-1,Species,,,,Salvia farinacea,,,,,,,,['LITTOX']
9783,456254-1,Salvia fulgens,Salvia fulgens,456254-1,Species,,,,Salvia fulgens,,,,,,,,['LITTOX']
9784,456321-1,Salvia greggii,Salvia greggii,456321-1,Species,,,,Salvia greggii,,,,,,,,['LITTOX']
9785,456370-1,Salvia hians,Salvia hians,456370-1,Species,,,,Salvia hians Royle ex Benth.,,,,,,,,['LITTOX']
9786,456385-1,Salvia hispanica,Salvia hispanica,456385-1,Species,,,,Salvia hispanica,,,,,,,,['LITTOX']
9787,456513-1,Salvia lanceolata,Salvia lanceolata,456513-1,Species,,,,"Salvia lanceaefolia,Salvia lanceifolia,Salvia lanceolata",,,,,,,,['LITTOX']
9788,456707-1,Salvia miltiorrhiza,Salvia miltiorrhiza,456707-1,Species,,,,Salvia miltiorrhiza,,,,,,,,['LITTOX']
9789,456714-1,Salvia misella,Salvia misella,456714-1,Species,,,,Salvia misella,,,,,,,,['LITTOX']
9790,456738-1,Salvia moorcroftiana,Salvia moorcroftiana,456738-1,Species,,,,Salvia moorcroftiana Wall. ex Benth.,,,,,,,,['LITTOX']
9791,456965-1,Salvia plebeia,Salvia plebeia,456965-1,Species,,,,"Salvia plebeia,Salvia plebeia R. Br.",,,,,,,,['LITTOX']
9792,456985-1,Salvia pomifera,Salvia pomifera,456985-1,Species,,,,Salvia pomifera,,,,,,,,['LITTOX']
9793,457007-1,Salvia pratensis,Salvia pratensis,457007-1,Species,,,,Salvia pratensis,,,,,,Salvia pratensis L.,,"['LITTOX', 'TPPT']"
9794,457138-1,Salvia rosmarinus,Salvia rosmarinus,457138-1,Species,,,,Rosmarinus officinalis,,,,,Rosmarinus officinalis,Rosmarinus officinalis L.,,"['LITTOX', 'USDA(Duke)', 'TPPT']"
9795,457210-1,Salvia sclarea,Salvia sclarea,457210-1,Species,,,,Salvia sclarea,,,,,,Salvia sclarea L.,,"['LITTOX', 'TPPT']"
9796,457406-1,Salvia tomentosa,Salvia tomentosa,457406-1,Species,,,,Salvia tomentosa,,,,,,,,['LITTOX']
9797,457495-1,Salvia verbenaca,Salvia verbenaca,457495-1,Species,,,,"Salvia laciniata,Salvia verbenaca",,,,,,Salvia verbenaca L.,,"['LITTOX', 'TPPT']"
9798,457515-1,Salvia viridis,Salvia viridis,457515-1,Species,,,,Salvia viridis,,,,,,,,['LITTOX']
9799,457615-1,Satureja cuneifolia,Satureja cuneifolia,457615-1,Species,,,,Satureja obovata,,,,,,,,['LITTOX']
9800,457680-1,Satureja hortensis,Satureja hortensis,457680-1,Species,,,,"Satureja hortensis,Satureja viminea",,,,,Satureja hortensis,,,"['LITTOX', 'USDA(Duke)']"
9801,457702-1,Satureja kitaibelii,Satureja kitaibelii,457702-1,Species,,,,Satureja montana subsp. kitaibelii,,,,,,,,['LITTOX']
9802,457736-1,Satureja montana,Satureja montana,457736-1,Species,,,,"Satureja montana,Satureja montana subsp. illyrica",,,,,Satureja montana,Satureja montana L.,,"['LITTOX', 'USDA(Duke)', 'TPPT']"
9803,457813-1,Satureja spicigera,Satureja spicigera,457813-1,Species,,,,Satureja spicigera,,,,,,,,['LITTOX']
9804,457824-1,Satureja taurica,Satureja taurica,457824-1,Species,,,,Satureja montana subsp. taurica,,,,,,,,['LITTOX']
9805,457833-1,Satureja thymbra,Satureja thymbra,457833-1,Species,,,,Satureja thymbra,,,,,,,,['LITTOX']
9806,457890-1,Satureja bzybica,Satureja bzybica,457890-1,Species,,,,Satureja bzybica,,,,,,,,['LITTOX']
9807,458119-1,Scutellaria amabilis,Scutellaria amabilis,458119-1,Species,,,,Scutellaria amabilis,,,,,,,,['LITTOX']
9808,458155-1,Scutellaria baicalensis,Scutellaria baicalensis,458155-1,Species,,,,Scutellaria baicalensis,,,,,,,,['LITTOX']
9809,458159-1,Scutellaria barbata,Scutellaria barbata,458159-1,Species,,,,Scutellaria barbata,,,,,,,,['LITTOX']
9810,458280-1,Scutellaria galericulata,Scutellaria galericulata,458280-1,Species,,,,"Scutellaria epilobifolia,Scutellaria galericulata,Scuttelaria galericulata",,,,,,,,['LITTOX']
9811,458402-1,Scutellaria lateriflora,Scutellaria lateriflora,458402-1,Species,,,,Scutellaria lateriflora,,,,,,,,['LITTOX']
9812,458641-1,Scutellaria scandens,Scutellaria scandens,458641-1,Species,,,,Scutellaria angulosa Benth.,,,,,,,,['LITTOX']
9813,458760-1,Scutellaria violacea,Scutellaria violacea,458760-1,Species,,,,Scutellaria violacea,,,,,,,,['LITTOX']
9814,459268-1,Stachys affinis,Stachys affinis,459268-1,Species,,,,Stachys affinis,,,,,,,,['LITTOX']
9815,459300-1,Stachys annua,Stachys annua,459300-1,Species,,,,Stachys annua,,,,,,,,['LITTOX']
9816,459393-1,Stachys byzantina,Stachys byzantina,459393-1,Species,,,,Stachys byzantina,,,,,,,,['LITTOX']
9817,459531-1,Stachys floridana,Stachys floridana,459531-1,Species,,,,Stachys floridana,,,,,,,,['LITTOX']
9818,460020-1,Stachys sylvatica,Stachys sylvatica,460020-1,Species,,,,Stachys sylvatica,,,,,,,,['LITTOX']
9819,460239-1,Teucrium argutum,Teucrium argutum,460239-1,Species,,,,Teucrium argutum,,,,,,,,['LITTOX']
9820,460297-1,Teucrium capitatum,Teucrium capitatum,460297-1,Species,,,,Teucrium capitatum,,,,,,,,['LITTOX']
9821,460310-1,Teucrium chamaedrys,Teucrium chamaedrys,460310-1,Species,,,,"Teucrium chamaedrys,Teucrium chamaedrys as 'germander'",Teucrium chamaedrys,,,,,Teucrium chamaedrys L.,,"['LITTOX', 'fr_wiki', 'TPPT']"
9822,460416-1,Teucrium fruticans,Teucrium fruticans,460416-1,Species,,,,Teucrium fruticans,,,,,,,,['LITTOX']
9823,460544-1,Teucrium marum,Teucrium marum,460544-1,Species,,,,Teucrium marum,,,,,,,,['LITTOX']
9824,46059-1,Barleria lupulina,Barleria lupulina,46059-1,Species,,,,Barleria lupulina,,,,,,,,['LITTOX']
9825,460631-1,Teucrium polium,Teucrium polium,460631-1,Species,,,,Teucrium polium,,,,,Teucrium polium,,,"['LITTOX', 'USDA(Duke)']"
9826,460817-1,Thymbra capitata,Thymbra capitata,460817-1,Species,,,,"Coridothymus capitatus,Thymus capitatus",,,,,,,,['LITTOX']
9827,460982-1,Thymus caespititius,Thymus caespititius,460982-1,Species,,,,"Thymus azoricus,Thymus caespititius,Thymus micans",,,,,,,,['LITTOX']
9828,460994-1,Thymus camphoratus,Thymus camphoratus,460994-1,Species,,,,Thymus camphoratus,,,,,,,,['LITTOX']
9829,461041-1,Thymus × citriodorus,Thymus × citriodorus,461041-1,Species,,,,Thymus x citriodorus,,,,,,,,['LITTOX']
9830,46120-2,Carex echinata,Carex echinata,46120-2,Species,,,,Carex echinata,,,,,,,,['LITTOX']
9831,461226-1,Thymus herba-barona,Thymus herba-barona,461226-1,Species,,,,Thymus herba-barona,,,,,,,,['LITTOX']
9832,461258-1,Thymus hyemalis,Thymus hyemalis,461258-1,Species,,,,Thymus hiemalis,,,,,,,,['LITTOX']
9833,46129-2,Carex echinata subsp. phyllomanica,Carex echinata,46120-2,Subspecies,,,,Carex phyllomanica,,,,,,,,['LITTOX']
9834,461359-1,Thymus linearis,Thymus linearis,461359-1,Species,,,,Thymus linearis Benth.,,,,,,,,['LITTOX']
9835,461366-1,Thymus longicaulis,Thymus longicaulis,461366-1,Species,,,,Thymus longicaulis,,,,,,,,['LITTOX']
9836,461405-1,Thymus mastichina,Thymus mastichina,461405-1,Species,,,,Thymus mastichina,,,,,,,,['LITTOX']
9837,461525-1,Thymus piperella,Thymus piperella,461525-1,Species,,,,Thymus piperella,,,,,,,,['LITTOX']
9838,461536-1,Thymus praecox,Thymus praecox,461536-1,Species,,,,"Thymus praecox,Thymus praecox subsp. articus",,,,,,,,['LITTOX']
9839,461562-1,Thymus pulegioides,Thymus pulegioides,461562-1,Species,,,,Thymus pulegioides,,,,,,,,['LITTOX']
9840,461583-1,Thymus quinquecostatus,Thymus quinquecostatus,461583-1,Species,,,,Thymus quinquecostatus,,,,,,,,['LITTOX']
9841,461720-1,Thymus thracicus,Thymus thracicus,461720-1,Species,,,,Thymus thracicus,,,,,,,,['LITTOX']
9842,461798-1,Thymus zygis,Thymus zygis,461798-1,Species,,,,Thymus zygis,,,,,,,,['LITTOX']
9843,461913-1,Westringia fruticosa,Westringia fruticosa,461913-1,Species,,,,Westringia rosmariniformis,,,,,,,,['LITTOX']
9844,462097-1,Akebia trifoliata,Akebia trifoliata,462097-1,Species,,,,Akebia trifoliata,,,,,,,,['LITTOX']
9845,462111-1,Sargentodoxa cuneata,Sargentodoxa cuneata,462111-1,Species,,,,Sargentodoxa cuneata,,,,,,,,['LITTOX']
9846,462270-1,Actinodaphne lanceolata,Actinodaphne lanceolata,462270-1,Species,,,,Actinodaphne hookeri,,,,,,,,['LITTOX']
9847,462917-1,Beilschmiedia podagrica,Beilschmiedia podagrica,462917-1,Species,,,,Beilschmiedia podagrica,,,,,,,,['LITTOX']
9848,462962-1,Beilschmiedia tawa,Beilschmiedia tawa,462962-1,Species,,,,Beilschmiedia tawa,,,,,,,,['LITTOX']
9849,463288-1,Cinnamomum aromaticum,Cinnamomum aromaticum,463288-1,Species,,,,Cinnamomum aromaticum,,,,,,,,['LITTOX']
9850,463435-1,Cinnamomum glanduliferum,Cinnamomum glanduliferum,463435-1,Species,,,,Cinnamomum glanduliferum,,,,,,,,['LITTOX']
9851,463519-1,Cinnamomum loureiroi,Cinnamomum loureiroi,463519-1,Species,,,,Cinnamomum loureiroi,,,,,,,,['LITTOX']
9852,463589-1,Cinnamomum osmophloeum,Cinnamomum osmophloeum,463589-1,Species,,,,Cinnamomum osmophloeum,,,,,,,,['LITTOX']
9853,463718-1,Cinnamomum tamala,Cinnamomum tamala,463718-1,Species,,,,Cinnamomum tamala,,,,,,,,['LITTOX']
9854,463752-1,Cinnamomum verum,Cinnamomum verum,463752-1,Species,,,,"Cinnamomum verum,Cinnamomum verum as 'cinnamon',Cinnamomum zeylanicum",,,,,,,,['LITTOX']
9855,463796-1,Cryptocarya angulata,Cryptocarya angulata,463796-1,Species,,,,Cryptocarya angulata,,,,,,,,['LITTOX']
9856,463861-1,Cryptocarya cunninghamii,Cryptocarya cunninghamii,463861-1,Species,,,,"Cryptocarya cunninghamii,Cryptocarya glaucescens var. cunninghamii",,,,,,,,['LITTOX']
9857,464001-1,Cryptocarya massoy,Cryptocarya massoy,464001-1,Species,,,,Cryptocarya aromatica,,,,,,,,['LITTOX']
9858,464348-1,Dryadodaphne novoguineensis,Dryadodaphne novoguineensis,464348-1,Species,,,,Dryadodaphne novoguineensis,,,,,,,,['LITTOX']
9859,464403-1,Endiandra globosa,Endiandra globosa,464403-1,Species,,,,Endiandra globosa,,,,,,,,['LITTOX']
9860,464475-1,Endiandra virens,Endiandra virens,464475-1,Species,,,,Endiandra virens,,,,,,,,['LITTOX']
9861,464643-1,Hernandia bivalvis,Hernandia bivalvis,464643-1,Species,,,,Hernandia bivalvis,,,,,,,,['LITTOX']
9862,46467-1,Blepharis acuminata,Blepharis acuminata,46467-1,Species,,,,Blepharis acuminata,,,,,,,,['LITTOX']
9863,4647-1,Lindelofia,nan,nan,Genus,,,,Lindelofia,,,,,,,,['LITTOX']
9864,4650-1,Lithodora,nan,nan,Genus,,,,Lithodora,,,,,,,,['LITTOX']
9865,465049-1,Laurus nobilis,Laurus nobilis,465049-1,Species,,,,"Laurus nobilis,Laurus nobilis as 'laurel',Laurus nobilis as 'oil of laurel'",,,,,Laurus nobilis,Laurus nobilis L.,,"['LITTOX', 'USDA(Duke)', 'TPPT']"
9866,465466-1,Lindera triloba,Lindera triloba,465466-1,Species,,,,"Lindera triloba,Sassafras officinale",,,,,,,,['LITTOX']
9867,465709-1,Litsea glutinosa,Litsea glutinosa,465709-1,Species,,,,Litsea glutinosa,,,,,,,,['LITTOX']
9868,466061-1,Litsea tetranthera,Litsea tetranthera,466061-1,Species,,,,Litsea sebifera,,,,,,,,['LITTOX']
9869,467043-1,Neolitsea zeylanica,Neolitsea zeylanica,467043-1,Species,,,,Laurus camphora,,,,,,,,['LITTOX']
9870,467161-1,Ocotea bofo,Ocotea bofo,467161-1,Species,,,,Laurus persea,,,,,,,,['LITTOX']
9871,467173-1,Ocotea bullata,Ocotea bullata,467173-1,Species,,,,Ocotea bullata,,,,,,,,['LITTOX']
9872,467533-1,Ocotea porosa,Ocotea porosa,467533-1,Species,,,,"Ocotea porosa,Phoebe porosa",,,,,,,,['LITTOX']
9873,468321-1,Phoebe clemensii,Phoebe clemensii,468321-1,Species,,,,Phoebe clemensii,,,,,,,,['LITTOX']
9874,468624-1,Sassafras albidum,Sassafras albidum,468624-1,Species,,,,Sassafras albidum,,,,,Sassafras albidum,,,"['LITTOX', 'USDA(Duke)']"
9875,468633-1,Sassafras randaiense,Sassafras randaiense,468633-1,Species,,,,Sassafras randaiense,,,,,,,,['LITTOX']
9876,4688-1,Moltkiopsis,nan,nan,Genus,,,,Moltkiopsis,,,,,,,,['LITTOX']
9877,469491-1,Planchonia careya,Planchonia careya,469491-1,Species,,,,"Careya arborea var. australis,Careya australis,Planchonia careya",,,,,,,,['LITTOX']
9878,469588-1,Abrus canescens,Abrus canescens,469588-1,Species,,,,Abrus canescens,,,,,,,,['LITTOX']
9879,469592-1,Abrus fruticulosus,Abrus fruticulosus,469592-1,Species,,,,Abrus schimperi,,,,,,,,['LITTOX']
9880,469600-1,Abrus melanospermus,Abrus melanospermus,469600-1,Species,,,,"Abrus melanospermum,Abrus melanospermus",,,,,,,,['LITTOX']
9881,469642-1,Acacia acuminata,Acacia acuminata,469642-1,Species,,,,Acacia acuminata,,,,,,,,['LITTOX']
9882,469662-1,Acacia adsurgens,Acacia adsurgens,469662-1,Species,,,,"Acacia adsurgens,Racosperma adsurgens",,,,,,,,['LITTOX']
9883,469707-1,Acacia anceps,Acacia anceps,469707-1,Species,,,,Acacia glaucescens,,,,,,,,['LITTOX']
9884,469715-1,Acacia aneura,Acacia aneura,469715-1,Species,,,,"Acacia aneura,Racosperma aneurum",,,,,,,,['LITTOX']
9885,469784-1,Acacia auriculiformis,Acacia auriculiformis,469784-1,Species,,,,Acacia auriculiformis,,,,,,,,['LITTOX']
9886,469798-1,Acacia baileyana,Acacia baileyana,469798-1,Species,,,,Acacia bayleyana,,,,,,,,['LITTOX']
9887,469818-1,Acacia beauverdiana,Acacia beauverdiana,469818-1,Species,,,,Acacia beauverdiana,,,,,,,,['LITTOX']
9888,469848-1,Acacia bivenosa,Acacia bivenosa,469848-1,Species,,,,Acacia bivenosa,,,,,,,,['LITTOX']
9889,469849-1,Acacia blakei,Acacia blakei,469849-1,Species,,,,"Acacia blakei,Racosperma blakei",,,,,,,,['LITTOX']
9890,469906-1,Acacia caesiella,Acacia caesiella,469906-1,Species,,,,Acacia caesiella,,,,,,,,['LITTOX']
9891,469909-1,Acacia calamifolia,Acacia calamifolia,469909-1,Species,,,,Acacia calamifolia,,,,,,,,['LITTOX']
9892,469947-1,Acacia caroleae,Acacia caroleae,469947-1,Species,,,,"Acacia caroleae,Racosperma caroleae",,,,,,,,['LITTOX']
9893,469970-1,Acacia cheelii,Acacia cheelii,469970-1,Species,,,,Acacia cheelii,,,,,,,,['LITTOX']
9894,470005-1,Acacia clivicola,Acacia clivicola,470005-1,Species,,,,Acacia clivicola,,,,,,,,['LITTOX']
9895,470014-1,Acacia cognata,Acacia cognata,470014-1,Species,,,,Acacia cognata,,,,,,,,['LITTOX']
9896,470035-1,Acacia concurrens,Acacia concurrens,470035-1,Species,,,,Acacia concurrens,,,,,,,,['LITTOX']
9897,470071-1,Acacia crassa,Acacia crassa,470071-1,Species,,,,Acacia crassa,,,,,,,,['LITTOX']
9898,470102-1,Acacia curvinervia,Acacia curvinervia,470102-1,Species,,,,Acacia curvinervia,,,,,,,,['LITTOX']
9899,470116-1,Acacia cyperophylla,Acacia cyperophylla,470116-1,Species,,,,Acacia cyperophylla,,,,,,,,['LITTOX']
9900,470130-1,Acacia dealbata,Acacia dealbata,470130-1,Species,,,,Acacia dealbata,,,,,,Acacia dealbata Link,,"['LITTOX', 'TPPT']"
9901,470133-1,Acacia deanei,Acacia deanei,470133-1,Species,,,,Acacia deanei,,,,,,,,['LITTOX']
9902,470137-1,Acacia decora,Acacia decora,470137-1,Species,,,,Acacia decora,,,,,,,,['LITTOX']
9903,470138-1,Acacia decurrens,Acacia decurrens,470138-1,Species,,,,Acacia decurrens,,,,,,,,['LITTOX']
9904,470144-1,Acacia delibrata,Acacia delibrata,470144-1,Species,,,,Acacia delibrata,,,,,,,,['LITTOX']
9905,470155-1,Acacia dentifera,Acacia dentifera,470155-1,Species,,,,Acacia longifolia var. longifolia,,,,,,,,['LITTOX']
9906,470175-1,Acacia difformis,Acacia difformis,470175-1,Species,,,,Acacia difformis,,,,,,,,['LITTOX']
9907,470178-1,Acacia dilatata,Acacia dilatata,470178-1,Species,,,,Acacia dilatata,,,,,,,,['LITTOX']
9908,470208-1,Acacia doratoxylon,Acacia doratoxylon,470208-1,Species,,,,Acacia doratoxylon,,,,,,,,['LITTOX']
9909,470221-1,Acacia dunnii,Acacia dunnii,470221-1,Species,,,,Acacia dunnii,,,,,,,,['LITTOX']
9910,470237-1,Acacia elata,Acacia elata,470237-1,Species,,,,Acacia elata,,,,,,,,['LITTOX']
9911,470346-1,Acacia floribunda,Acacia floribunda,470346-1,Species,,,,Acacia floribunda,,,,,,,,['LITTOX']
9912,470392-1,Acacia georginae,Acacia georginae,470392-1,Species,,,,"Acacia georginae,Acacia georginae as 'gidgee',Racosperma georginae",,,,,,,,['LITTOX']
9913,470434-1,Acacia gonocarpa,Acacia gonocarpa,470434-1,Species,,,,Acacia gonocarpa,,,,,,,,['LITTOX']
9914,470452-1,Acacia granitica,Acacia granitica,470452-1,Species,,,,"Acacia doratoxylon var. ovata,Acacia granitica,Racosperma graniticum",,,,,,,,['LITTOX']
9915,470538-1,Acacia holosericea,Acacia holosericea,470538-1,Species,,,,Acacia holosericea,,,,,,,,['LITTOX']
9916,470587-1,Acacia incrassata,Acacia incrassata,470587-1,Species,,,,Acacia vernicosa,,,,,,,,['LITTOX']
9917,470632-1,Acacia julifera,Acacia julifera,470632-1,Species,,,,Racosperma juliferum subsp. juliferum,,,,,,,,['LITTOX']
9918,470650-1,Acacia kempeana,Acacia kempeana,470650-1,Species,,,,"Acacia kempeana,Racosperma kempeanum",,,,,,,,['LITTOX']
9919,470659-1,Acacia koa,Acacia koa,470659-1,Species,,,,Acacia koa,,,,,,,,['LITTOX']
9920,470691-1,Acacia lasiocalyx,Acacia lasiocalyx,470691-1,Species,,,,Acacia lasiocalyx,,,,,,,,['LITTOX']
9921,470721-1,Acacia leiocalyx,Acacia leiocalyx,470721-1,Species,,,,Acacia leiocalyx,,,,,,,,['LITTOX']
9922,470760-1,Acacia ligulata,Acacia ligulata,470760-1,Species,,,,"Acacia ligulata,Acacia pallidiramosa,Racosperma ligulatum",,,,,,,,['LITTOX']
9923,470782-1,Acacia longifolia,Acacia longifolia,470782-1,Species,,,,Acacia longifolia,,,,,,,,['LITTOX']
9924,470785-1,Acacia longispicata,Acacia longispicata,470785-1,Species,,,,Acacia longispicata,,,,,,,,['LITTOX']
9925,470811-1,Acacia lysiphloia,Acacia lysiphloia,470811-1,Species,,,,"Acacia lysiphloia,Racosperma lysiphloium",,,,,,,,['LITTOX']
9926,470831-1,Acacia maidenii,Acacia maidenii,470831-1,Species,,,,Acacia maidenii,,,,,,,,['LITTOX']
